SCHOOLJAAR 2013-2014 IN HET MBO (peildatum 1 oktober 2013);;;;;SCHOOLJAAR 2014-2015 IN HET HBO (peildatum 1 oktober 2014);;;
BRIN NUMMER ;INSTELLINGSNAAM ;MBO SECTOR;LEERWEG MBO;KWALIFICATIENIVEAU;BRIN NUMMER;INSTELLINGSNAAM ;CROHO ONDERDEEL;AANTAL DOORSTROMERS
23JA;Grafisch Lyceum Rotterdam voor MBO en VMBO;techniek;BOL;middenkader/specialist;14NI;Codarts, Hogeschool voor de Kunsten;taal en cultuur;1
25LF;Regionaal Opleidingen Centrum Rijn IJssel;techniek;BOL;middenkader/specialist;14NI;Codarts, Hogeschool voor de Kunsten;onderwijs;2
25LF;Regionaal Opleidingen Centrum Rijn IJssel;techniek;BOL;middenkader/specialist;14NI;Codarts, Hogeschool voor de Kunsten;taal en cultuur;1
25LP;Zadkine;techniek;BOL;middenkader/specialist;14NI;Codarts, Hogeschool voor de Kunsten;taal en cultuur;1
25LP;Zadkine;techniek;examendeelnemer;middenkader/specialist;14NI;Codarts, Hogeschool voor de Kunsten;taal en cultuur;1
25MB;Stg ROC Summa College;techniek;BOL;middenkader/specialist;14NI;Codarts, Hogeschool voor de Kunsten;taal en cultuur;2
25PL;Regionaal Opleidingen Centrum Leeuwenborgh;zorg en welzijn;BOL;middenkader/specialist;14NI;Codarts, Hogeschool voor de Kunsten;onderwijs;1
25PU;Regionaal Opleidingen Centrum Arcus College;techniek;BOL;middenkader/specialist;14NI;Codarts, Hogeschool voor de Kunsten;taal en cultuur;1
25PZ;ROC van Amsterdam;techniek;BOL;middenkader/specialist;14NI;Codarts, Hogeschool voor de Kunsten;onderwijs;1
27YU;Regionaal Opleidingencentrum van Twente;economie;BOL;middenkader/specialist;14NI;Codarts, Hogeschool voor de Kunsten;taal en cultuur;1
30RN;Stichting Interconfessioneel Beroepsonderwijs Volwasseneneducatie regio Utrecht;techniek;BOL;middenkader/specialist;14NI;Codarts, Hogeschool voor de Kunsten;onderwijs;1
30RN;Stichting Interconfessioneel Beroepsonderwijs Volwasseneneducatie regio Utrecht;techniek;BOL;middenkader/specialist;14NI;Codarts, Hogeschool voor de Kunsten;taal en cultuur;1
00GT;Regionaal Opleidingen Centrum Albeda College;techniek;BOL;middenkader/specialist;15BK;Driestar educatief;onderwijs;1
05EA;Scheepvaart en Transport College;techniek;BOL;middenkader/specialist;15BK;Driestar educatief;onderwijs;1
09MR;Hoornbeeck College voor Mbo op Reformatorische Grondslag;economie;BOL;middenkader/specialist;15BK;Driestar educatief;onderwijs;4
09MR;Hoornbeeck College voor Mbo op Reformatorische Grondslag;zorg en welzijn;BOL;middenkader/specialist;15BK;Driestar educatief;gedrag en maatschappij;6
09MR;Hoornbeeck College voor Mbo op Reformatorische Grondslag;zorg en welzijn;BOL;middenkader/specialist;15BK;Driestar educatief;onderwijs;50
21CY;Agrarisch Opleidingen Centrum West Brabant;landbouw;BBL;middenkader/specialist;15BK;Driestar educatief;onderwijs;1
25LN;Regionaal Opleidingen Centrum;zorg en welzijn;BOL;middenkader/specialist;15BK;Driestar educatief;onderwijs;3
25LP;Zadkine;zorg en welzijn;BOL;middenkader/specialist;15BK;Driestar educatief;onderwijs;1
28CP;VARIVA OPLEIDINGEN B.V.;zorg en welzijn;BOL;middenkader/specialist;15BK;Driestar educatief;gedrag en maatschappij;1
29ZY;Stichting De Nederlandse Fotovakschool;techniek;BOL;middenkader/specialist;15BK;Driestar educatief;onderwijs;1
01IC;Agrarisch Opleidingen Centrum Oost;landbouw;BOL;middenkader/specialist;21CW;HAS Hogeschool;landbouw en natuurlijke omgeving;1
01OE;Wellantcollege;landbouw;BOL;middenkader/specialist;21CW;HAS Hogeschool;landbouw en natuurlijke omgeving;6
02PG;Hout en Meubileringscollege Mbo;economie;BOL;middenkader/specialist;21CW;HAS Hogeschool;landbouw en natuurlijke omgeving;1
02PN;C I B A P Christelijk MBO;techniek;BOL;middenkader/specialist;21CW;HAS Hogeschool;landbouw en natuurlijke omgeving;1
04FO;Koning Willem I College;economie;BOL;middenkader/specialist;21CW;HAS Hogeschool;landbouw en natuurlijke omgeving;1
04FO;Koning Willem I College;zorg en welzijn;BOL;middenkader/specialist;21CW;HAS Hogeschool;landbouw en natuurlijke omgeving;1
11UL;Edudelta Onderwijsgroep;landbouw;BOL;middenkader/specialist;21CW;HAS Hogeschool;landbouw en natuurlijke omgeving;3
13US;Agrarisch Opleidingen Centrum De Groene Welle;landbouw;BOL;middenkader/specialist;21CW;HAS Hogeschool;landbouw en natuurlijke omgeving;1
14YD;Lentiz onderwijsgroep;landbouw;BOL;middenkader/specialist;21CW;HAS Hogeschool;landbouw en natuurlijke omgeving;1
21CS;CITAVERDE College;landbouw;BOL;middenkader/specialist;21CW;HAS Hogeschool;landbouw en natuurlijke omgeving;16
21CY;Agrarisch Opleidingen Centrum West Brabant;landbouw;BOL;middenkader/specialist;21CW;HAS Hogeschool;landbouw en natuurlijke omgeving;21
21CY;Agrarisch Opleidingen Centrum West Brabant;landbouw;BBL;middenkader/specialist;21CW;HAS Hogeschool;landbouw en natuurlijke omgeving;1
23NG;Tio;economie;BOL;middenkader/specialist;21CW;HAS Hogeschool;landbouw en natuurlijke omgeving;1
24ZZ;Regionaal Opleidingen Centrum Graafschap College;economie;BOL;middenkader/specialist;21CW;HAS Hogeschool;landbouw en natuurlijke omgeving;1
25EF;Clusius College;landbouw;BOL;middenkader/specialist;21CW;HAS Hogeschool;landbouw en natuurlijke omgeving;2
25GV;Agrarisch Opleidingen Centrum Groenhorst;landbouw;BOL;middenkader/specialist;21CW;HAS Hogeschool;landbouw en natuurlijke omgeving;4
25LF;Regionaal Opleidingen Centrum Rijn IJssel;economie;BOL;middenkader/specialist;21CW;HAS Hogeschool;landbouw en natuurlijke omgeving;1
25LP;Zadkine;techniek;BOL;middenkader/specialist;21CW;HAS Hogeschool;landbouw en natuurlijke omgeving;1
25LT;Regionaal Opleidingen Centrum Gilde Opleidingen Beroepsonderwijs en Educatie;economie;BOL;middenkader/specialist;21CW;HAS Hogeschool;landbouw en natuurlijke omgeving;2
25LV;Scholengemeenschap De Rooi Pannen;economie;BOL;middenkader/specialist;21CW;HAS Hogeschool;landbouw en natuurlijke omgeving;3
25LV;Scholengemeenschap De Rooi Pannen;economie;BBL;vakopleiding;21CW;HAS Hogeschool;landbouw en natuurlijke omgeving;2
25LV;Scholengemeenschap De Rooi Pannen;economie;BBL;middenkader/specialist;21CW;HAS Hogeschool;landbouw en natuurlijke omgeving;1
25LX;ROC West-Brabant;economie;BBL;middenkader/specialist;21CW;HAS Hogeschool;landbouw en natuurlijke omgeving;1
25LX;ROC West-Brabant;techniek;BOL;middenkader/specialist;21CW;HAS Hogeschool;landbouw en natuurlijke omgeving;1
25LX;ROC West-Brabant;zorg en welzijn;BOL;vakopleiding;21CW;HAS Hogeschool;landbouw en natuurlijke omgeving;1
25LZ;Regionaal Opleidingen Centrum Tilburg;economie;BOL;middenkader/specialist;21CW;HAS Hogeschool;landbouw en natuurlijke omgeving;1
25LZ;Regionaal Opleidingen Centrum Tilburg;techniek;BOL;middenkader/specialist;21CW;HAS Hogeschool;landbouw en natuurlijke omgeving;1
25MB;Stg ROC Summa College;economie;BOL;middenkader/specialist;21CW;HAS Hogeschool;landbouw en natuurlijke omgeving;8
25MB;Stg ROC Summa College;techniek;BOL;middenkader/specialist;21CW;HAS Hogeschool;landbouw en natuurlijke omgeving;5
25PN;Regionaal Opleidingen Centrum Nijmegen eo;zorg en welzijn;BOL;middenkader/specialist;21CW;HAS Hogeschool;landbouw en natuurlijke omgeving;3
25PU;Regionaal Opleidingen Centrum Arcus College;economie;BOL;middenkader/specialist;21CW;HAS Hogeschool;landbouw en natuurlijke omgeving;2
25PV;Scalda voor middelbaar beroepsonderwijs en volwasseneneducatie;techniek;BOL;middenkader/specialist;21CW;HAS Hogeschool;landbouw en natuurlijke omgeving;1
25PZ;ROC van Amsterdam;economie;BBL;middenkader/specialist;21CW;HAS Hogeschool;landbouw en natuurlijke omgeving;1
26CC;Helicon Opleidingen;landbouw;BOL;middenkader/specialist;21CW;HAS Hogeschool;landbouw en natuurlijke omgeving;52
26CC;Helicon Opleidingen;landbouw;BBL;vakopleiding;21CW;HAS Hogeschool;landbouw en natuurlijke omgeving;3
27DV;Stichting Regionaal Opleidingen Centrum AVENTUS;economie;BOL;middenkader/specialist;21CW;HAS Hogeschool;landbouw en natuurlijke omgeving;1
28DE;ROC de Leijgraaf;techniek;BOL;middenkader/specialist;21CW;HAS Hogeschool;landbouw en natuurlijke omgeving;1
30BC;SiNTLUCAS;techniek;BOL;middenkader/specialist;21CW;HAS Hogeschool;landbouw en natuurlijke omgeving;3
30RR;Stichting Interconf. Beroepsonderwijs en Volwasseneneducatie Regio Amersfoort;techniek;BBL;middenkader/specialist;21CW;HAS Hogeschool;landbouw en natuurlijke omgeving;1
00GT;Regionaal Opleidingen Centrum Albeda College;economie;BOL;middenkader/specialist;21MI;HZ University of Applied Sciences;economie;1
00GT;Regionaal Opleidingen Centrum Albeda College;economie;BOL;middenkader/specialist;21MI;HZ University of Applied Sciences;gedrag en maatschappij;1
00GT;Regionaal Opleidingen Centrum Albeda College;economie;BOL;middenkader/specialist;21MI;HZ University of Applied Sciences;techniek;1
00GT;Regionaal Opleidingen Centrum Albeda College;zorg en welzijn;BOL;middenkader/specialist;21MI;HZ University of Applied Sciences;gedrag en maatschappij;1
01AA;Landstede;techniek;BOL;middenkader/specialist;21MI;HZ University of Applied Sciences;gedrag en maatschappij;1
02PG;Hout en Meubileringscollege Mbo;techniek;BOL;middenkader/specialist;21MI;HZ University of Applied Sciences;techniek;1
04FO;Koning Willem I College;techniek;BBL;vakopleiding;21MI;HZ University of Applied Sciences;techniek;1
05EA;Scheepvaart en Transport College;techniek;BOL;middenkader/specialist;21MI;HZ University of Applied Sciences;techniek;5
09MR;Hoornbeeck College voor Mbo op Reformatorische Grondslag;economie;BOL;middenkader/specialist;21MI;HZ University of Applied Sciences;economie;5
09MR;Hoornbeeck College voor Mbo op Reformatorische Grondslag;economie;BOL;middenkader/specialist;21MI;HZ University of Applied Sciences;techniek;3
09MR;Hoornbeeck College voor Mbo op Reformatorische Grondslag;zorg en welzijn;BOL;middenkader/specialist;21MI;HZ University of Applied Sciences;economie;1
09MR;Hoornbeeck College voor Mbo op Reformatorische Grondslag;zorg en welzijn;BOL;middenkader/specialist;21MI;HZ University of Applied Sciences;gedrag en maatschappij;5
09MR;Hoornbeeck College voor Mbo op Reformatorische Grondslag;zorg en welzijn;BOL;middenkader/specialist;21MI;HZ University of Applied Sciences;onderwijs;2
11UL;Edudelta Onderwijsgroep;landbouw;BOL;middenkader/specialist;21MI;HZ University of Applied Sciences;economie;1
11UL;Edudelta Onderwijsgroep;landbouw;BOL;middenkader/specialist;21MI;HZ University of Applied Sciences;onderwijs;1
20MQ;Regionaal Opleidingen Centrum Da Vinci College;techniek;BOL;middenkader/specialist;21MI;HZ University of Applied Sciences;techniek;1
21CY;Agrarisch Opleidingen Centrum West Brabant;landbouw;BOL;middenkader/specialist;21MI;HZ University of Applied Sciences;techniek;1
23JA;Grafisch Lyceum Rotterdam voor MBO en VMBO;techniek;BOL;middenkader/specialist;21MI;HZ University of Applied Sciences;economie;1
23JA;Grafisch Lyceum Rotterdam voor MBO en VMBO;techniek;BOL;middenkader/specialist;21MI;HZ University of Applied Sciences;onderwijs;1
23JA;Grafisch Lyceum Rotterdam voor MBO en VMBO;techniek;BOL;middenkader/specialist;21MI;HZ University of Applied Sciences;techniek;1
25LG;Regionaal Opleidingen Centrum Friesland College;economie;BOL;middenkader/specialist;21MI;HZ University of Applied Sciences;economie;1
25LJ;Stichting Regionaal Opleidingencentrum Ter AA;techniek;BOL;middenkader/specialist;21MI;HZ University of Applied Sciences;techniek;1
25LN;Regionaal Opleidingen Centrum;economie;BOL;middenkader/specialist;21MI;HZ University of Applied Sciences;economie;1
25LP;Zadkine;zorg en welzijn;BOL;middenkader/specialist;21MI;HZ University of Applied Sciences;gezondheidszorg;1
25LP;Zadkine;zorg en welzijn;BBL;middenkader/specialist;21MI;HZ University of Applied Sciences;gedrag en maatschappij;1
25LW;Stichting voor Beroepsonderwijs, Volwasseneneducatie en Voortgezet onderwijs;economie;BOL;middenkader/specialist;21MI;HZ University of Applied Sciences;economie;1
25LX;ROC West-Brabant;economie;BOL;vakopleiding;21MI;HZ University of Applied Sciences;gedrag en maatschappij;1
25LX;ROC West-Brabant;economie;BOL;middenkader/specialist;21MI;HZ University of Applied Sciences;economie;4
25LX;ROC West-Brabant;economie;BOL;middenkader/specialist;21MI;HZ University of Applied Sciences;gedrag en maatschappij;2
25LX;ROC West-Brabant;techniek;BOL;middenkader/specialist;21MI;HZ University of Applied Sciences;economie;1
25LX;ROC West-Brabant;techniek;BOL;middenkader/specialist;21MI;HZ University of Applied Sciences;techniek;9
25LX;ROC West-Brabant;zorg en welzijn;BOL;middenkader/specialist;21MI;HZ University of Applied Sciences;gedrag en maatschappij;2
25LX;ROC West-Brabant;zorg en welzijn;BOL;middenkader/specialist;21MI;HZ University of Applied Sciences;gezondheidszorg;1
25LX;ROC West-Brabant;zorg en welzijn;BOL;middenkader/specialist;21MI;HZ University of Applied Sciences;onderwijs;1
25LZ;Regionaal Opleidingen Centrum Tilburg;zorg en welzijn;BOL;middenkader/specialist;21MI;HZ University of Applied Sciences;gedrag en maatschappij;1
25PN;Regionaal Opleidingen Centrum Nijmegen eo;zorg en welzijn;BOL;middenkader/specialist;21MI;HZ University of Applied Sciences;economie;2
25PU;Regionaal Opleidingen Centrum Arcus College;techniek;BOL;middenkader/specialist;21MI;HZ University of Applied Sciences;techniek;1
25PV;Scalda voor middelbaar beroepsonderwijs en volwasseneneducatie;economie;BOL;vakopleiding;21MI;HZ University of Applied Sciences;economie;1
25PV;Scalda voor middelbaar beroepsonderwijs en volwasseneneducatie;economie;BOL;vakopleiding;21MI;HZ University of Applied Sciences;onderwijs;2
25PV;Scalda voor middelbaar beroepsonderwijs en volwasseneneducatie;economie;BOL;middenkader/specialist;21MI;HZ University of Applied Sciences;economie;57
25PV;Scalda voor middelbaar beroepsonderwijs en volwasseneneducatie;economie;BOL;middenkader/specialist;21MI;HZ University of Applied Sciences;gedrag en maatschappij;14
25PV;Scalda voor middelbaar beroepsonderwijs en volwasseneneducatie;economie;BOL;middenkader/specialist;21MI;HZ University of Applied Sciences;gezondheidszorg;2
25PV;Scalda voor middelbaar beroepsonderwijs en volwasseneneducatie;economie;BOL;middenkader/specialist;21MI;HZ University of Applied Sciences;onderwijs;2
25PV;Scalda voor middelbaar beroepsonderwijs en volwasseneneducatie;economie;BOL;middenkader/specialist;21MI;HZ University of Applied Sciences;techniek;14
25PV;Scalda voor middelbaar beroepsonderwijs en volwasseneneducatie;economie;BBL;middenkader/specialist;21MI;HZ University of Applied Sciences;economie;1
25PV;Scalda voor middelbaar beroepsonderwijs en volwasseneneducatie;economie;examendeelnemer;middenkader/specialist;21MI;HZ University of Applied Sciences;economie;1
25PV;Scalda voor middelbaar beroepsonderwijs en volwasseneneducatie;economie;examendeelnemer;middenkader/specialist;21MI;HZ University of Applied Sciences;gedrag en maatschappij;1
25PV;Scalda voor middelbaar beroepsonderwijs en volwasseneneducatie;techniek;BOL;vakopleiding;21MI;HZ University of Applied Sciences;gedrag en maatschappij;1
25PV;Scalda voor middelbaar beroepsonderwijs en volwasseneneducatie;techniek;BOL;middenkader/specialist;21MI;HZ University of Applied Sciences;economie;1
25PV;Scalda voor middelbaar beroepsonderwijs en volwasseneneducatie;techniek;BOL;middenkader/specialist;21MI;HZ University of Applied Sciences;gedrag en maatschappij;1
25PV;Scalda voor middelbaar beroepsonderwijs en volwasseneneducatie;techniek;BOL;middenkader/specialist;21MI;HZ University of Applied Sciences;onderwijs;2
25PV;Scalda voor middelbaar beroepsonderwijs en volwasseneneducatie;techniek;BOL;middenkader/specialist;21MI;HZ University of Applied Sciences;sectoroverstijgend;1
25PV;Scalda voor middelbaar beroepsonderwijs en volwasseneneducatie;techniek;BOL;middenkader/specialist;21MI;HZ University of Applied Sciences;techniek;32
25PV;Scalda voor middelbaar beroepsonderwijs en volwasseneneducatie;techniek;BBL;vakopleiding;21MI;HZ University of Applied Sciences;techniek;1
25PV;Scalda voor middelbaar beroepsonderwijs en volwasseneneducatie;zorg en welzijn;BOL;middenkader/specialist;21MI;HZ University of Applied Sciences;economie;3
25PV;Scalda voor middelbaar beroepsonderwijs en volwasseneneducatie;zorg en welzijn;BOL;middenkader/specialist;21MI;HZ University of Applied Sciences;gedrag en maatschappij;33
25PV;Scalda voor middelbaar beroepsonderwijs en volwasseneneducatie;zorg en welzijn;BOL;middenkader/specialist;21MI;HZ University of Applied Sciences;gezondheidszorg;18
25PV;Scalda voor middelbaar beroepsonderwijs en volwasseneneducatie;zorg en welzijn;BOL;middenkader/specialist;21MI;HZ University of Applied Sciences;onderwijs;28
25PV;Scalda voor middelbaar beroepsonderwijs en volwasseneneducatie;zorg en welzijn;BOL;middenkader/specialist;21MI;HZ University of Applied Sciences;techniek;3
25PV;Scalda voor middelbaar beroepsonderwijs en volwasseneneducatie;zorg en welzijn;BBL;vakopleiding;21MI;HZ University of Applied Sciences;gedrag en maatschappij;1
25PV;Scalda voor middelbaar beroepsonderwijs en volwasseneneducatie;zorg en welzijn;BBL;middenkader/specialist;21MI;HZ University of Applied Sciences;gedrag en maatschappij;2
25PV;Scalda voor middelbaar beroepsonderwijs en volwasseneneducatie;zorg en welzijn;BBL;middenkader/specialist;21MI;HZ University of Applied Sciences;gezondheidszorg;3
25PV;Scalda voor middelbaar beroepsonderwijs en volwasseneneducatie;zorg en welzijn;examendeelnemer;vakopleiding;21MI;HZ University of Applied Sciences;gedrag en maatschappij;1
25PZ;ROC van Amsterdam;techniek;BOL;middenkader/specialist;21MI;HZ University of Applied Sciences;economie;1
27DV;Stichting Regionaal Opleidingen Centrum AVENTUS;techniek;BOL;middenkader/specialist;21MI;HZ University of Applied Sciences;techniek;4
27RC;Capabel Onderwijs Groep B.V.;zorg en welzijn;BOL;middenkader/specialist;21MI;HZ University of Applied Sciences;gedrag en maatschappij;2
28DE;ROC de Leijgraaf;economie;BOL;middenkader/specialist;21MI;HZ University of Applied Sciences;techniek;1
00GT;Regionaal Opleidingen Centrum Albeda College;techniek;BOL;middenkader/specialist;21QA;Amsterdamse Hogeschool voor de Kunsten;onderwijs;2
00GT;Regionaal Opleidingen Centrum Albeda College;techniek;BOL;middenkader/specialist;21QA;Amsterdamse Hogeschool voor de Kunsten;taal en cultuur;3
01AA;Landstede;techniek;BOL;middenkader/specialist;21QA;Amsterdamse Hogeschool voor de Kunsten;taal en cultuur;1
02PA;Stichting Media Amsterdam;techniek;BOL;middenkader/specialist;21QA;Amsterdamse Hogeschool voor de Kunsten;onderwijs;1
02PA;Stichting Media Amsterdam;techniek;BOL;middenkader/specialist;21QA;Amsterdamse Hogeschool voor de Kunsten;taal en cultuur;3
02PN;C I B A P Christelijk MBO;techniek;BOL;middenkader/specialist;21QA;Amsterdamse Hogeschool voor de Kunsten;taal en cultuur;5
04FO;Koning Willem I College;economie;BOL;middenkader/specialist;21QA;Amsterdamse Hogeschool voor de Kunsten;taal en cultuur;1
04FO;Koning Willem I College;techniek;BOL;middenkader/specialist;21QA;Amsterdamse Hogeschool voor de Kunsten;taal en cultuur;1
20MQ;Regionaal Opleidingen Centrum Da Vinci College;economie;BOL;middenkader/specialist;21QA;Amsterdamse Hogeschool voor de Kunsten;taal en cultuur;1
21CS;CITAVERDE College;landbouw;BOL;middenkader/specialist;21QA;Amsterdamse Hogeschool voor de Kunsten;taal en cultuur;1
23JA;Grafisch Lyceum Rotterdam voor MBO en VMBO;techniek;BOL;middenkader/specialist;21QA;Amsterdamse Hogeschool voor de Kunsten;taal en cultuur;2
23KG;Grafisch Lyceum Utrecht;techniek;BOL;middenkader/specialist;21QA;Amsterdamse Hogeschool voor de Kunsten;taal en cultuur;4
25EF;Clusius College;landbouw;BOL;middenkader/specialist;21QA;Amsterdamse Hogeschool voor de Kunsten;taal en cultuur;1
25LF;Regionaal Opleidingen Centrum Rijn IJssel;techniek;BOL;middenkader/specialist;21QA;Amsterdamse Hogeschool voor de Kunsten;onderwijs;1
25LF;Regionaal Opleidingen Centrum Rijn IJssel;techniek;BOL;middenkader/specialist;21QA;Amsterdamse Hogeschool voor de Kunsten;taal en cultuur;2
25LG;Regionaal Opleidingen Centrum Friesland College;techniek;BOL;middenkader/specialist;21QA;Amsterdamse Hogeschool voor de Kunsten;taal en cultuur;1
25LH;Stichting ROC Midden Nederland;techniek;BOL;middenkader/specialist;21QA;Amsterdamse Hogeschool voor de Kunsten;taal en cultuur;1
25LW;Stichting voor Beroepsonderwijs, Volwasseneneducatie en Voortgezet onderwijs;techniek;BOL;middenkader/specialist;21QA;Amsterdamse Hogeschool voor de Kunsten;taal en cultuur;2
25LZ;Regionaal Opleidingen Centrum Tilburg;techniek;BOL;middenkader/specialist;21QA;Amsterdamse Hogeschool voor de Kunsten;taal en cultuur;1
25MA;Regionaal Opleidingen Centrum Leiden Duin- en Bollenstreek;techniek;BOL;middenkader/specialist;21QA;Amsterdamse Hogeschool voor de Kunsten;taal en cultuur;1
25PJ;Deltion College;techniek;examendeelnemer;middenkader/specialist;21QA;Amsterdamse Hogeschool voor de Kunsten;taal en cultuur;1
25PT;Regionaal Opleidingen Centrum Horizon College;techniek;BOL;middenkader/specialist;21QA;Amsterdamse Hogeschool voor de Kunsten;onderwijs;1
25PT;Regionaal Opleidingen Centrum Horizon College;techniek;BOL;middenkader/specialist;21QA;Amsterdamse Hogeschool voor de Kunsten;taal en cultuur;1
25PV;Scalda voor middelbaar beroepsonderwijs en volwasseneneducatie;economie;BOL;middenkader/specialist;21QA;Amsterdamse Hogeschool voor de Kunsten;taal en cultuur;1
25PW;Regionaal Opleidingen Centrum Drenthe College;economie;BOL;middenkader/specialist;21QA;Amsterdamse Hogeschool voor de Kunsten;taal en cultuur;1
25PX;Regionaal Opleidingen Centrum Nova College;zorg en welzijn;BOL;middenkader/specialist;21QA;Amsterdamse Hogeschool voor de Kunsten;taal en cultuur;2
25PZ;ROC van Amsterdam;economie;BOL;middenkader/specialist;21QA;Amsterdamse Hogeschool voor de Kunsten;taal en cultuur;1
25PZ;ROC van Amsterdam;techniek;BOL;middenkader/specialist;21QA;Amsterdamse Hogeschool voor de Kunsten;onderwijs;1
25PZ;ROC van Amsterdam;techniek;BOL;middenkader/specialist;21QA;Amsterdamse Hogeschool voor de Kunsten;taal en cultuur;4
25PZ;ROC van Amsterdam;zorg en welzijn;BOL;middenkader/specialist;21QA;Amsterdamse Hogeschool voor de Kunsten;taal en cultuur;1
27YU;Regionaal Opleidingencentrum van Twente;economie;BBL;middenkader/specialist;21QA;Amsterdamse Hogeschool voor de Kunsten;taal en cultuur;1
29ZY;Stichting De Nederlandse Fotovakschool;techniek;BOL;middenkader/specialist;21QA;Amsterdamse Hogeschool voor de Kunsten;taal en cultuur;1
30BC;SiNTLUCAS;techniek;BOL;middenkader/specialist;21QA;Amsterdamse Hogeschool voor de Kunsten;taal en cultuur;4
30RN;Stichting Interconfessioneel Beroepsonderwijs Volwasseneneducatie regio Utrecht;economie;BOL;middenkader/specialist;21QA;Amsterdamse Hogeschool voor de Kunsten;onderwijs;1
30RN;Stichting Interconfessioneel Beroepsonderwijs Volwasseneneducatie regio Utrecht;economie;BOL;middenkader/specialist;21QA;Amsterdamse Hogeschool voor de Kunsten;taal en cultuur;1
30RN;Stichting Interconfessioneel Beroepsonderwijs Volwasseneneducatie regio Utrecht;techniek;BOL;middenkader/specialist;21QA;Amsterdamse Hogeschool voor de Kunsten;onderwijs;1
30RN;Stichting Interconfessioneel Beroepsonderwijs Volwasseneneducatie regio Utrecht;techniek;BOL;middenkader/specialist;21QA;Amsterdamse Hogeschool voor de Kunsten;taal en cultuur;5
00GT;Regionaal Opleidingen Centrum Albeda College;economie;BOL;middenkader/specialist;21RI;Hogeschool Leiden;economie;5
00GT;Regionaal Opleidingen Centrum Albeda College;economie;BOL;middenkader/specialist;21RI;Hogeschool Leiden;gedrag en maatschappij;2
00GT;Regionaal Opleidingen Centrum Albeda College;economie;BOL;middenkader/specialist;21RI;Hogeschool Leiden;gezondheidszorg;1
00GT;Regionaal Opleidingen Centrum Albeda College;economie;BOL;middenkader/specialist;21RI;Hogeschool Leiden;techniek;3
00GT;Regionaal Opleidingen Centrum Albeda College;techniek;BOL;middenkader/specialist;21RI;Hogeschool Leiden;gedrag en maatschappij;1
00GT;Regionaal Opleidingen Centrum Albeda College;zorg en welzijn;BOL;middenkader/specialist;21RI;Hogeschool Leiden;gedrag en maatschappij;4
00GT;Regionaal Opleidingen Centrum Albeda College;zorg en welzijn;BOL;middenkader/specialist;21RI;Hogeschool Leiden;gezondheidszorg;1
00GT;Regionaal Opleidingen Centrum Albeda College;zorg en welzijn;BOL;middenkader/specialist;21RI;Hogeschool Leiden;onderwijs;2
01AA;Landstede;zorg en welzijn;BOL;middenkader/specialist;21RI;Hogeschool Leiden;gedrag en maatschappij;1
01OE;Wellantcollege;landbouw;BOL;middenkader/specialist;21RI;Hogeschool Leiden;economie;1
01OE;Wellantcollege;landbouw;BOL;middenkader/specialist;21RI;Hogeschool Leiden;techniek;5
02OV;Leidse Instrumentmakers School;techniek;BOL;middenkader/specialist;21RI;Hogeschool Leiden;economie;1
02OV;Leidse Instrumentmakers School;techniek;BOL;middenkader/specialist;21RI;Hogeschool Leiden;techniek;1
02PA;Stichting Media Amsterdam;techniek;BOL;middenkader/specialist;21RI;Hogeschool Leiden;onderwijs;1
02PG;Hout en Meubileringscollege Mbo;economie;BOL;middenkader/specialist;21RI;Hogeschool Leiden;gezondheidszorg;2
02PG;Hout en Meubileringscollege Mbo;techniek;BOL;middenkader/specialist;21RI;Hogeschool Leiden;economie;1
02PK;Nimeto Algemen Bijzondere Scholengemeenschap voor Mbo Kmbo;techniek;BOL;middenkader/specialist;21RI;Hogeschool Leiden;gezondheidszorg;1
04EU;Regionaal Opleidingen Centrum Kop van Noord-Holland voor VAVO MBO VW;zorg en welzijn;BOL;middenkader/specialist;21RI;Hogeschool Leiden;gedrag en maatschappij;1
04FO;Koning Willem I College;zorg en welzijn;BOL;middenkader/specialist;21RI;Hogeschool Leiden;onderwijs;1
05EA;Scheepvaart en Transport College;techniek;BOL;middenkader/specialist;21RI;Hogeschool Leiden;gedrag en maatschappij;1
08PG;Regionaal Opleidingen Centrum Friese Poort;economie;BBL;middenkader/specialist;21RI;Hogeschool Leiden;techniek;1
08PG;Regionaal Opleidingen Centrum Friese Poort;zorg en welzijn;BOL;middenkader/specialist;21RI;Hogeschool Leiden;onderwijs;1
09MR;Hoornbeeck College voor Mbo op Reformatorische Grondslag;economie;BOL;middenkader/specialist;21RI;Hogeschool Leiden;economie;1
11UL;Edudelta Onderwijsgroep;landbouw;BOL;middenkader/specialist;21RI;Hogeschool Leiden;gedrag en maatschappij;1
12VI;Nordwin College;landbouw;BOL;middenkader/specialist;21RI;Hogeschool Leiden;onderwijs;1
14YD;Lentiz onderwijsgroep;landbouw;BOL;middenkader/specialist;21RI;Hogeschool Leiden;gedrag en maatschappij;1
20MQ;Regionaal Opleidingen Centrum Da Vinci College;economie;BOL;vakopleiding;21RI;Hogeschool Leiden;economie;1
20MQ;Regionaal Opleidingen Centrum Da Vinci College;economie;BOL;middenkader/specialist;21RI;Hogeschool Leiden;economie;1
20MQ;Regionaal Opleidingen Centrum Da Vinci College;zorg en welzijn;BOL;middenkader/specialist;21RI;Hogeschool Leiden;gedrag en maatschappij;1
