SCHOOLJAAR 2010-2011 IN HET MBO (peildatum 1 oktober 2010);;;;;SCHOOLJAAR 2011-2012 IN HET HBO (peildatum 1 oktober 2011);;;
BRIN NUMMER ;INSTELLINGSNAAM ;MBO SECTOR;LEERWEG MBO;KWALIFICATIENIVEAU;BRIN NUMMER;INSTELLINGSNAAM ;CROHO ONDERDEEL;AANTAL DOORSTROMERS
25PJ;Regionaal Opleidingen Centrum Deltion College;economie ;BOL;middenkader/specialist;21RI;Hogeschool Leiden;gedrag en maatschappij;1
25PL;Regionaal Opleidingen Centrum Leeuwenborgh;zorg en welzijn;BOL;middenkader/specialist;21RI;Hogeschool Leiden;gedrag en maatschappij;1
25PM;Regionaal Opleidingen Centrum A12;techniek ;BOL;middenkader/specialist;21RI;Hogeschool Leiden;techniek;1
25PN;Regionaal Opleidingen Centrum Nijmegen eo;zorg en welzijn;BOL;middenkader/specialist;21RI;Hogeschool Leiden;onderwijs;1
25PT;Regionaal Opleidingen Centrum Horizon College;economie ;BOL;middenkader/specialist;21RI;Hogeschool Leiden;economie;3
25PT;Regionaal Opleidingen Centrum Horizon College;techniek ;BOL;middenkader/specialist;21RI;Hogeschool Leiden;gezondheidszorg;1
25PT;Regionaal Opleidingen Centrum Horizon College;zorg en welzijn;BOL;middenkader/specialist;21RI;Hogeschool Leiden;onderwijs;1
25PT;Regionaal Opleidingen Centrum Horizon College;zorg en welzijn;BOL;middenkader/specialist;21RI;Hogeschool Leiden;techniek;1
25PT;Regionaal Opleidingen Centrum Horizon College;zorg en welzijn;BOL;middenkader/specialist;21RI;Hogeschool Leiden;gezondheidszorg;2
25PT;Regionaal Opleidingen Centrum Horizon College;zorg en welzijn;BBL;middenkader/specialist;21RI;Hogeschool Leiden;gedrag en maatschappij;1
25PV;ROC Zeeland Instelling voor middelbaar beroepsonderwijs en volwassen educatie;economie ;BOL;middenkader/specialist;21RI;Hogeschool Leiden;techniek;4
25PV;ROC Zeeland Instelling voor middelbaar beroepsonderwijs en volwassen educatie;economie ;BOL;middenkader/specialist;21RI;Hogeschool Leiden;economie;2
25PV;ROC Zeeland Instelling voor middelbaar beroepsonderwijs en volwassen educatie;techniek ;BOL;middenkader/specialist;21RI;Hogeschool Leiden;gedrag en maatschappij;1
25PX;Regionaal Opleidingen Centrum Nova College;economie ;BOL;middenkader/specialist;21RI;Hogeschool Leiden;techniek;7
25PX;Regionaal Opleidingen Centrum Nova College;economie ;BOL;middenkader/specialist;21RI;Hogeschool Leiden;economie;4
25PX;Regionaal Opleidingen Centrum Nova College;economie ;BOL;middenkader/specialist;21RI;Hogeschool Leiden;gedrag en maatschappij;7
25PX;Regionaal Opleidingen Centrum Nova College;techniek ;BOL;middenkader/specialist;21RI;Hogeschool Leiden;techniek;8
25PX;Regionaal Opleidingen Centrum Nova College;zorg en welzijn;BOL;vakopleiding;21RI;Hogeschool Leiden;onderwijs;1
25PX;Regionaal Opleidingen Centrum Nova College;zorg en welzijn;BOL;middenkader/specialist;21RI;Hogeschool Leiden;onderwijs;10
25PX;Regionaal Opleidingen Centrum Nova College;zorg en welzijn;BOL;middenkader/specialist;21RI;Hogeschool Leiden;techniek;1
25PX;Regionaal Opleidingen Centrum Nova College;zorg en welzijn;BOL;middenkader/specialist;21RI;Hogeschool Leiden;gezondheidszorg;14
25PX;Regionaal Opleidingen Centrum Nova College;zorg en welzijn;BOL;middenkader/specialist;21RI;Hogeschool Leiden;gedrag en maatschappij;3
25PX;Regionaal Opleidingen Centrum Nova College;zorg en welzijn;BBL;vakopleiding;21RI;Hogeschool Leiden;onderwijs;1
25PX;Regionaal Opleidingen Centrum Nova College;zorg en welzijn;BBL;middenkader/specialist;21RI;Hogeschool Leiden;gezondheidszorg;1
25PZ;ROC van Amsterdam;economie ;BOL;middenkader/specialist;21RI;Hogeschool Leiden;techniek;4
25PZ;ROC van Amsterdam;economie ;BOL;middenkader/specialist;21RI;Hogeschool Leiden;gezondheidszorg;2
25PZ;ROC van Amsterdam;economie ;BOL;middenkader/specialist;21RI;Hogeschool Leiden;economie;1
25PZ;ROC van Amsterdam;economie ;BOL;middenkader/specialist;21RI;Hogeschool Leiden;gedrag en maatschappij;3
25PZ;ROC van Amsterdam;economie ;examendeelnemer;middenkader/specialist;21RI;Hogeschool Leiden;onderwijs;1
25PZ;ROC van Amsterdam;techniek ;BOL;middenkader/specialist;21RI;Hogeschool Leiden;techniek;6
25PZ;ROC van Amsterdam;techniek ;BOL;middenkader/specialist;21RI;Hogeschool Leiden;gezondheidszorg;1
25PZ;ROC van Amsterdam;techniek ;BOL;middenkader/specialist;21RI;Hogeschool Leiden;economie;1
25PZ;ROC van Amsterdam;techniek ;BOL;middenkader/specialist;21RI;Hogeschool Leiden;gedrag en maatschappij;1
25PZ;ROC van Amsterdam;zorg en welzijn;BOL;middenkader/specialist;21RI;Hogeschool Leiden;onderwijs;1
25PZ;ROC van Amsterdam;zorg en welzijn;BOL;middenkader/specialist;21RI;Hogeschool Leiden;gedrag en maatschappij;3
25RA;Regionaal Opleidingen Centrum Zaanstreek-Waterland;economie ;BOL;middenkader/specialist;21RI;Hogeschool Leiden;economie;1
25RA;Regionaal Opleidingen Centrum Zaanstreek-Waterland;techniek ;BBL;middenkader/specialist;21RI;Hogeschool Leiden;onderwijs;1
27DV;Stichting Regionaal Opleidingen Centrum AVENTUS;economie ;BOL;middenkader/specialist;21RI;Hogeschool Leiden;economie;1
27GZ;ROC Mondriaan;economie ;BOL;vakopleiding;21RI;Hogeschool Leiden;techniek;1
27GZ;ROC Mondriaan;economie ;BOL;middenkader/specialist;21RI;Hogeschool Leiden;onderwijs;3
27GZ;ROC Mondriaan;economie ;BOL;middenkader/specialist;21RI;Hogeschool Leiden;techniek;1
27GZ;ROC Mondriaan;economie ;BOL;middenkader/specialist;21RI;Hogeschool Leiden;gezondheidszorg;2
27GZ;ROC Mondriaan;economie ;BOL;middenkader/specialist;21RI;Hogeschool Leiden;economie;13
27GZ;ROC Mondriaan;economie ;BOL;middenkader/specialist;21RI;Hogeschool Leiden;gedrag en maatschappij;15
27GZ;ROC Mondriaan;economie ;examendeelnemer;middenkader/specialist;21RI;Hogeschool Leiden;gedrag en maatschappij;1
27GZ;ROC Mondriaan;techniek ;BOL;middenkader/specialist;21RI;Hogeschool Leiden;onderwijs;1
27GZ;ROC Mondriaan;techniek ;BOL;middenkader/specialist;21RI;Hogeschool Leiden;economie;2
27GZ;ROC Mondriaan;techniek ;BOL;middenkader/specialist;21RI;Hogeschool Leiden;gedrag en maatschappij;1
27GZ;ROC Mondriaan;zorg en welzijn;BOL;middenkader/specialist;21RI;Hogeschool Leiden;onderwijs;21
27GZ;ROC Mondriaan;zorg en welzijn;BOL;middenkader/specialist;21RI;Hogeschool Leiden;gezondheidszorg;11
27GZ;ROC Mondriaan;zorg en welzijn;BOL;middenkader/specialist;21RI;Hogeschool Leiden;economie;2
27GZ;ROC Mondriaan;zorg en welzijn;BOL;middenkader/specialist;21RI;Hogeschool Leiden;gedrag en maatschappij;5
27GZ;ROC Mondriaan;zorg en welzijn;BBL;vakopleiding;21RI;Hogeschool Leiden;gedrag en maatschappij;1
27GZ;ROC Mondriaan;zorg en welzijn;BBL;middenkader/specialist;21RI;Hogeschool Leiden;onderwijs;1
27GZ;ROC Mondriaan;zorg en welzijn;BBL;middenkader/specialist;21RI;Hogeschool Leiden;techniek;1
27GZ;ROC Mondriaan;zorg en welzijn;BBL;middenkader/specialist;21RI;Hogeschool Leiden;gezondheidszorg;1
27GZ;ROC Mondriaan;zorg en welzijn;BBL;middenkader/specialist;21RI;Hogeschool Leiden;gedrag en maatschappij;2
27GZ;ROC Mondriaan;zorg en welzijn;examendeelnemer;middenkader/specialist;21RI;Hogeschool Leiden;gedrag en maatschappij;1
27YU;Regionaal Opleidingencentrum van Twente;economie ;examendeelnemer;middenkader/specialist;21RI;Hogeschool Leiden;gedrag en maatschappij;1
02PA;Mediacollege Amsterdam Ma;techniek ;BOL;middenkader/specialist;21UG;Hogeschool IPabo Amsterdam Alkmaar;onderwijs;1
04EM;Regionaal Opleidingen Centrum Amarantis Onderwijsgroep v Interconfessioneel Ondw;zorg en welzijn;BOL;middenkader/specialist;21UG;Hogeschool IPabo Amsterdam Alkmaar;onderwijs;16
04EU;Regionaal Opleidingen Centrum Kop van Noord-Holland voor VAVO MBO VW;zorg en welzijn;BOL;middenkader/specialist;21UG;Hogeschool IPabo Amsterdam Alkmaar;onderwijs;8
25GV;Agrarisch Opleidingen Centrum Groenhorst College;landbouw ;BBL;middenkader/specialist;21UG;Hogeschool IPabo Amsterdam Alkmaar;onderwijs;1
25LH;Stichting ROC Midden Nederland;zorg en welzijn;BOL;middenkader/specialist;21UG;Hogeschool IPabo Amsterdam Alkmaar;onderwijs;1
25MA;Regionaal Opleidingen Centrum Leiden Duin- en Bollenstreek;zorg en welzijn;BOL;middenkader/specialist;21UG;Hogeschool IPabo Amsterdam Alkmaar;onderwijs;2
25PT;Regionaal Opleidingen Centrum Horizon College;zorg en welzijn;BOL;middenkader/specialist;21UG;Hogeschool IPabo Amsterdam Alkmaar;onderwijs;25
25PX;Regionaal Opleidingen Centrum Nova College;zorg en welzijn;BOL;middenkader/specialist;21UG;Hogeschool IPabo Amsterdam Alkmaar;onderwijs;2
25PZ;ROC van Amsterdam;economie ;examendeelnemer;vakopleiding;21UG;Hogeschool IPabo Amsterdam Alkmaar;onderwijs;1
25PZ;ROC van Amsterdam;economie ;examendeelnemer;middenkader/specialist;21UG;Hogeschool IPabo Amsterdam Alkmaar;onderwijs;1
25PZ;ROC van Amsterdam;techniek ;BOL;middenkader/specialist;21UG;Hogeschool IPabo Amsterdam Alkmaar;onderwijs;1
25PZ;ROC van Amsterdam;zorg en welzijn;BOL;middenkader/specialist;21UG;Hogeschool IPabo Amsterdam Alkmaar;onderwijs;6
25RA;Regionaal Opleidingen Centrum Zaanstreek-Waterland;economie ;BOL;middenkader/specialist;21UG;Hogeschool IPabo Amsterdam Alkmaar;onderwijs;2
25RA;Regionaal Opleidingen Centrum Zaanstreek-Waterland;zorg en welzijn;BOL;middenkader/specialist;21UG;Hogeschool IPabo Amsterdam Alkmaar;onderwijs;4
00GT;Regionaal Opleidingen Centrum Albeda College;economie ;BOL;vakopleiding;21UI;NHTV internationale hogeschool Breda;economie;1
00GT;Regionaal Opleidingen Centrum Albeda College;economie ;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;7
00GT;Regionaal Opleidingen Centrum Albeda College;techniek ;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;techniek;1
00GT;Regionaal Opleidingen Centrum Albeda College;zorg en welzijn;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;1
01AA;Landstede;economie ;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;techniek;1
01AA;Landstede;economie ;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;1
02PA;Mediacollege Amsterdam Ma;techniek ;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;techniek;3
02PA;Mediacollege Amsterdam Ma;techniek ;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;1
02PK;Nimeto Algemen Bijzondere Scholengemeenschap voor Mbo Kmbo;techniek ;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;2
04CY;Regionaal Opleidingen Centrum Rivor;economie ;BOL;vakopleiding;21UI;NHTV internationale hogeschool Breda;economie;1
04EM;Regionaal Opleidingen Centrum Amarantis Onderwijsgroep v Interconfessioneel Ondw;economie ;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;techniek;4
04EM;Regionaal Opleidingen Centrum Amarantis Onderwijsgroep v Interconfessioneel Ondw;economie ;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;17
04FO;Regionaal Opleidingen Centrum Koning Willem I;economie ;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;techniek;3
04FO;Regionaal Opleidingen Centrum Koning Willem I;economie ;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;15
04FO;Regionaal Opleidingen Centrum Koning Willem I;economie ;BBL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;1
04FO;Regionaal Opleidingen Centrum Koning Willem I;techniek ;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;techniek;5
04FO;Regionaal Opleidingen Centrum Koning Willem I;techniek ;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;6
04FO;Regionaal Opleidingen Centrum Koning Willem I;zorg en welzijn;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;2
05EA;Scheepvaart en Transport College;techniek ;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;1
05EL;Regionaal Opleidingen Centrum Westerschelde voor Vavo Bbo Mbo Vw;economie ;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;5
08PG;Regionaal Opleidingen Centrum Friese Poort;techniek ;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;techniek;2
14YD;Lentiz onderwijsgroep;landbouw ;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;1
20MQ;Regionaal Opleidingen Centrum Da Vinci College;economie ;BOL;vakopleiding;21UI;NHTV internationale hogeschool Breda;techniek;4
20MQ;Regionaal Opleidingen Centrum Da Vinci College;economie ;BOL;vakopleiding;21UI;NHTV internationale hogeschool Breda;economie;2
20MQ;Regionaal Opleidingen Centrum Da Vinci College;economie ;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;1
21CS;CITAVERDE College;landbouw ;examendeelnemer;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;1
21CY;Agrarisch Opleidingen Centrum West Brabant;landbouw ;examendeelnemer;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;techniek;1
23JA;Grafisch Lyceum Rotterdam voor MBO en VMBO;techniek ;BOL;vakopleiding;21UI;NHTV internationale hogeschool Breda;economie;1
23JA;Grafisch Lyceum Rotterdam voor MBO en VMBO;techniek ;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;techniek;12
23JA;Grafisch Lyceum Rotterdam voor MBO en VMBO;techniek ;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;3
23KG;Grafisch Lyceum Utrecht;techniek ;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;techniek;2
23KG;Grafisch Lyceum Utrecht;techniek ;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;1
24ZZ;Regionaal Opleidingen Centrum Graafschap College;economie ;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;4
24ZZ;Regionaal Opleidingen Centrum Graafschap College;techniek ;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;techniek;1
24ZZ;Regionaal Opleidingen Centrum Graafschap College;zorg en welzijn;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;2
25GV;Agrarisch Opleidingen Centrum Groenhorst College;landbouw ;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;2
25LF;Regionaal Opleidingen Centrum Rijn IJssel College;economie ;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;11
25LF;Regionaal Opleidingen Centrum Rijn IJssel College;economie ;examendeelnemer;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;techniek;1
25LF;Regionaal Opleidingen Centrum Rijn IJssel College;techniek ;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;techniek;1
25LF;Regionaal Opleidingen Centrum Rijn IJssel College;techniek ;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;1
25LF;Regionaal Opleidingen Centrum Rijn IJssel College;zorg en welzijn;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;3
25LG;Regionaal Opleidingen Centrum Friesland College;economie ;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;1
25LH;Stichting ROC Midden Nederland;economie ;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;7
25LH;Stichting ROC Midden Nederland;zorg en welzijn;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;2
25LJ;Stichting Regionaal Opleidingencentrum Ter AA;economie ;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;1
25LN;Regionaal Opleidingen Centrum;economie ;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;1
25LP;Zadkine;economie ;BOL;vakopleiding;21UI;NHTV internationale hogeschool Breda;economie;1
25LP;Zadkine;economie ;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;9
25LR;Regionaal Opleidingen Centrum Flevoland;economie ;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;1
25LT;Regionaal Opleidingen Centrum Gilde Opleidingen Beroepsonderwijs en Educatie;economie ;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;techniek;1
25LT;Regionaal Opleidingen Centrum Gilde Opleidingen Beroepsonderwijs en Educatie;economie ;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;4
25LT;Regionaal Opleidingen Centrum Gilde Opleidingen Beroepsonderwijs en Educatie;techniek ;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;techniek;4
25LT;Regionaal Opleidingen Centrum Gilde Opleidingen Beroepsonderwijs en Educatie;techniek ;BBL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;1
25LT;Regionaal Opleidingen Centrum Gilde Opleidingen Beroepsonderwijs en Educatie;zorg en welzijn;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;2
25LU;Regionaal Opleidingen Centrum Alfa College;techniek ;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;techniek;1
25LV;Scholengemeenschap De Rooi Pannen;economie ;BOL;vakopleiding;21UI;NHTV internationale hogeschool Breda;economie;1
25LV;Scholengemeenschap De Rooi Pannen;economie ;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;techniek;1
25LV;Scholengemeenschap De Rooi Pannen;economie ;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;111
25LV;Scholengemeenschap De Rooi Pannen;techniek ;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;1
25LW;Stichting voor Beroepsonderwijs, Volwasseneneducatie en Voortgezet onderwijs;economie ;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;1
25LW;Stichting voor Beroepsonderwijs, Volwasseneneducatie en Voortgezet onderwijs;zorg en welzijn;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;1
25LX;ROC West-Brabant;economie ;BOL;vakopleiding;21UI;NHTV internationale hogeschool Breda;economie;1
25LX;ROC West-Brabant;economie ;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;techniek;3
25LX;ROC West-Brabant;economie ;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;18
25LX;ROC West-Brabant;techniek ;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;techniek;1
25LX;ROC West-Brabant;techniek ;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;1
25LX;ROC West-Brabant;techniek ;examendeelnemer;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;techniek;1
25LX;ROC West-Brabant;zorg en welzijn;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;4
25LZ;Regionaal Opleidingen Centrum Tilburg;economie ;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;techniek;1
25LZ;Regionaal Opleidingen Centrum Tilburg;economie ;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;3
25LZ;Regionaal Opleidingen Centrum Tilburg;techniek ;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;techniek;2
25LZ;Regionaal Opleidingen Centrum Tilburg;techniek ;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;2
25LZ;Regionaal Opleidingen Centrum Tilburg;zorg en welzijn;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;2
25MB;Regionaal Opleidingen Centrum Eindhoven;economie ;BOL;vakopleiding;21UI;NHTV internationale hogeschool Breda;economie;1
25MB;Regionaal Opleidingen Centrum Eindhoven;economie ;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;10
25MB;Regionaal Opleidingen Centrum Eindhoven;economie ;examendeelnemer;vakopleiding;21UI;NHTV internationale hogeschool Breda;economie;1
25MB;Regionaal Opleidingen Centrum Eindhoven;techniek ;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;techniek;1
25MB;Regionaal Opleidingen Centrum Eindhoven;techniek ;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;2
25MB;Regionaal Opleidingen Centrum Eindhoven;zorg en welzijn;BOL;vakopleiding;21UI;NHTV internationale hogeschool Breda;economie;1
25PJ;Regionaal Opleidingen Centrum Deltion College;economie ;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;1
25PJ;Regionaal Opleidingen Centrum Deltion College;techniek ;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;techniek;2
25PL;Regionaal Opleidingen Centrum Leeuwenborgh;economie ;BOL;vakopleiding;21UI;NHTV internationale hogeschool Breda;economie;3
25PL;Regionaal Opleidingen Centrum Leeuwenborgh;economie ;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;8
25PM;Regionaal Opleidingen Centrum A12;economie ;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;techniek;3
25PM;Regionaal Opleidingen Centrum A12;economie ;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;1
25PM;Regionaal Opleidingen Centrum A12;techniek ;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;techniek;2
25PM;Regionaal Opleidingen Centrum A12;zorg en welzijn;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;1
25PN;Regionaal Opleidingen Centrum Nijmegen eo;economie ;BOL;vakopleiding;21UI;NHTV internationale hogeschool Breda;economie;1
25PN;Regionaal Opleidingen Centrum Nijmegen eo;economie ;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;techniek;1
25PN;Regionaal Opleidingen Centrum Nijmegen eo;economie ;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;5
25PN;Regionaal Opleidingen Centrum Nijmegen eo;techniek ;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;techniek;1
25PN;Regionaal Opleidingen Centrum Nijmegen eo;techniek ;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;1
25PT;Regionaal Opleidingen Centrum Horizon College;economie ;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;1
25PU;Regionaal Opleidingen Centrum Arcus College;economie ;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;4
25PV;ROC Zeeland Instelling voor middelbaar beroepsonderwijs en volwassen educatie;economie ;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;9
25PV;ROC Zeeland Instelling voor middelbaar beroepsonderwijs en volwassen educatie;economie ;BBL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;1
25PV;ROC Zeeland Instelling voor middelbaar beroepsonderwijs en volwassen educatie;techniek ;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;techniek;3
25PV;ROC Zeeland Instelling voor middelbaar beroepsonderwijs en volwassen educatie;techniek ;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;1
25PV;ROC Zeeland Instelling voor middelbaar beroepsonderwijs en volwassen educatie;zorg en welzijn;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;5
25PW;Regionaal Opleidingen Centrum Drenthe College;zorg en welzijn;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;1
25PZ;ROC van Amsterdam;economie ;BOL;vakopleiding;21UI;NHTV internationale hogeschool Breda;economie;1
25PZ;ROC van Amsterdam;economie ;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;3
25PZ;ROC van Amsterdam;techniek ;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;1
25RA;Regionaal Opleidingen Centrum Zaanstreek-Waterland;economie ;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;2
26CC;Helicon Opleidingen;landbouw ;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;4
27DV;Stichting Regionaal Opleidingen Centrum AVENTUS;economie ;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;6
27GZ;ROC Mondriaan;economie ;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;7
27GZ;ROC Mondriaan;techniek ;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;techniek;1
27YU;Regionaal Opleidingencentrum van Twente;economie ;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;1
27YU;Regionaal Opleidingencentrum van Twente;zorg en welzijn;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;1
28DE;ROC de Leijgraaf;economie ;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;techniek;1
28DE;ROC de Leijgraaf;economie ;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;5
28DE;ROC de Leijgraaf;techniek ;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;techniek;1
28DE;ROC de Leijgraaf;zorg en welzijn;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;1
30BC;Stichting SintLucas - De Eindhovense school;techniek ;BOL;vakopleiding;21UI;NHTV internationale hogeschool Breda;economie;1
30BC;Stichting SintLucas - De Eindhovense school;techniek ;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;techniek;8
30BC;Stichting SintLucas - De Eindhovense school;techniek ;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;5
00GT;Regionaal Opleidingen Centrum Albeda College;economie ;BOL;middenkader/specialist;21WN;NHL Hogeschool;economie;1
01AA;Landstede;economie ;BOL;vakopleiding;21WN;NHL Hogeschool;techniek;1
01AA;Landstede;economie ;BOL;middenkader/specialist;21WN;NHL Hogeschool;economie;2
01AA;Landstede;techniek ;BOL;middenkader/specialist;21WN;NHL Hogeschool;techniek;3
01AA;Landstede;techniek ;BOL;middenkader/specialist;21WN;NHL Hogeschool;economie;1
01AA;Landstede;zorg en welzijn;BOL;middenkader/specialist;21WN;NHL Hogeschool;onderwijs;1
01AA;Landstede;zorg en welzijn;BOL;middenkader/specialist;21WN;NHL Hogeschool;gedrag en maatschappij;2
01NJ;Agrarisch Opleidingcentrum Terra;landbouw ;BOL;middenkader/specialist;21WN;NHL Hogeschool;onderwijs;2
01NJ;Agrarisch Opleidingcentrum Terra;landbouw ;BOL;middenkader/specialist;21WN;NHL Hogeschool;techniek;1
01NJ;Agrarisch Opleidingcentrum Terra;landbouw ;BOL;middenkader/specialist;21WN;NHL Hogeschool;economie;1
02PA;Mediacollege Amsterdam Ma;techniek ;BOL;middenkader/specialist;21WN;NHL Hogeschool;techniek;1
02PN;C I B A P Christelijk MBO;techniek ;BOL;middenkader/specialist;21WN;NHL Hogeschool;onderwijs;3
02PN;C I B A P Christelijk MBO;techniek ;BOL;middenkader/specialist;21WN;NHL Hogeschool;techniek;1
02PN;C I B A P Christelijk MBO;techniek ;BOL;middenkader/specialist;21WN;NHL Hogeschool;economie;4
