SCHOOLJAAR 2012-2013 IN HET MBO (peildatum 1 oktober 2012);;;;;SCHOOLJAAR 2013-2014 IN HET HBO (peildatum 1 oktober 2013);;;
BRIN NUMMER ;INSTELLINGSNAAM ;MBO SECTOR;LEERWEG MBO;KWALIFICATIENIVEAU;BRIN NUMMER;INSTELLINGSNAAM ;CROHO ONDERDEEL;AANTAL DOORSTROMERS
25MA;Regionaal Opleidingen Centrum Leiden Duin- en Bollenstreek;techniek;BOL;middenkader/specialist;21RI;Hogeschool Leiden;gezondheidszorg;3
25MA;Regionaal Opleidingen Centrum Leiden Duin- en Bollenstreek;techniek;BOL;middenkader/specialist;21RI;Hogeschool Leiden;techniek;17
25MA;Regionaal Opleidingen Centrum Leiden Duin- en Bollenstreek;zorg en welzijn;BOL;middenkader/specialist;21RI;Hogeschool Leiden;economie;3
25MA;Regionaal Opleidingen Centrum Leiden Duin- en Bollenstreek;zorg en welzijn;BOL;middenkader/specialist;21RI;Hogeschool Leiden;gedrag en maatschappij;13
25MA;Regionaal Opleidingen Centrum Leiden Duin- en Bollenstreek;zorg en welzijn;BOL;middenkader/specialist;21RI;Hogeschool Leiden;gezondheidszorg;7
25MA;Regionaal Opleidingen Centrum Leiden Duin- en Bollenstreek;zorg en welzijn;BOL;middenkader/specialist;21RI;Hogeschool Leiden;onderwijs;3
25MA;Regionaal Opleidingen Centrum Leiden Duin- en Bollenstreek;zorg en welzijn;BBL;middenkader/specialist;21RI;Hogeschool Leiden;gedrag en maatschappij;1
25MA;Regionaal Opleidingen Centrum Leiden Duin- en Bollenstreek;zorg en welzijn;BBL;middenkader/specialist;21RI;Hogeschool Leiden;gezondheidszorg;2
25PL;Regionaal Opleidingen Centrum Leeuwenborgh;techniek;BOL;middenkader/specialist;21RI;Hogeschool Leiden;techniek;1
25PL;Regionaal Opleidingen Centrum Leeuwenborgh;zorg en welzijn;BOL;vakopleiding;21RI;Hogeschool Leiden;onderwijs;1
25PM;Regionaal Opleidingen Centrum A12;economie;BOL;middenkader/specialist;21RI;Hogeschool Leiden;techniek;1
25PN;Regionaal Opleidingen Centrum Nijmegen eo;economie;BOL;middenkader/specialist;21RI;Hogeschool Leiden;gedrag en maatschappij;1
25PT;Regionaal Opleidingen Centrum Horizon College;economie;BOL;middenkader/specialist;21RI;Hogeschool Leiden;economie;1
25PT;Regionaal Opleidingen Centrum Horizon College;economie;BOL;middenkader/specialist;21RI;Hogeschool Leiden;techniek;1
25PT;Regionaal Opleidingen Centrum Horizon College;zorg en welzijn;BOL;middenkader/specialist;21RI;Hogeschool Leiden;gedrag en maatschappij;2
25PT;Regionaal Opleidingen Centrum Horizon College;zorg en welzijn;BOL;middenkader/specialist;21RI;Hogeschool Leiden;gezondheidszorg;2
25PT;Regionaal Opleidingen Centrum Horizon College;zorg en welzijn;BOL;middenkader/specialist;21RI;Hogeschool Leiden;onderwijs;1
25PV;Scalda voor middelbaar beroepsonderwijs en volwasseneneducatie;economie;BOL;middenkader/specialist;21RI;Hogeschool Leiden;gedrag en maatschappij;2
25PV;Scalda voor middelbaar beroepsonderwijs en volwasseneneducatie;zorg en welzijn;BOL;middenkader/specialist;21RI;Hogeschool Leiden;economie;1
25PV;Scalda voor middelbaar beroepsonderwijs en volwasseneneducatie;zorg en welzijn;BOL;middenkader/specialist;21RI;Hogeschool Leiden;gedrag en maatschappij;1
25PW;Regionaal Opleidingen Centrum Drenthe College;economie;BOL;middenkader/specialist;21RI;Hogeschool Leiden;economie;1
25PX;Regionaal Opleidingen Centrum Nova College;economie;BOL;middenkader/specialist;21RI;Hogeschool Leiden;economie;4
25PX;Regionaal Opleidingen Centrum Nova College;economie;BOL;middenkader/specialist;21RI;Hogeschool Leiden;gedrag en maatschappij;5
25PX;Regionaal Opleidingen Centrum Nova College;economie;BOL;middenkader/specialist;21RI;Hogeschool Leiden;onderwijs;1
25PX;Regionaal Opleidingen Centrum Nova College;economie;BOL;middenkader/specialist;21RI;Hogeschool Leiden;techniek;10
25PX;Regionaal Opleidingen Centrum Nova College;economie;examendeelnemer;middenkader/specialist;21RI;Hogeschool Leiden;gedrag en maatschappij;1
25PX;Regionaal Opleidingen Centrum Nova College;techniek;BOL;vakopleiding;21RI;Hogeschool Leiden;techniek;1
25PX;Regionaal Opleidingen Centrum Nova College;techniek;BOL;middenkader/specialist;21RI;Hogeschool Leiden;economie;1
25PX;Regionaal Opleidingen Centrum Nova College;techniek;BOL;middenkader/specialist;21RI;Hogeschool Leiden;gezondheidszorg;1
25PX;Regionaal Opleidingen Centrum Nova College;techniek;BOL;middenkader/specialist;21RI;Hogeschool Leiden;techniek;9
25PX;Regionaal Opleidingen Centrum Nova College;zorg en welzijn;BOL;middenkader/specialist;21RI;Hogeschool Leiden;gedrag en maatschappij;16
25PX;Regionaal Opleidingen Centrum Nova College;zorg en welzijn;BOL;middenkader/specialist;21RI;Hogeschool Leiden;gezondheidszorg;14
25PX;Regionaal Opleidingen Centrum Nova College;zorg en welzijn;BOL;middenkader/specialist;21RI;Hogeschool Leiden;onderwijs;6
25PX;Regionaal Opleidingen Centrum Nova College;zorg en welzijn;BBL;middenkader/specialist;21RI;Hogeschool Leiden;onderwijs;1
25PZ;ROC van Amsterdam;economie;BOL;middenkader/specialist;21RI;Hogeschool Leiden;economie;8
25PZ;ROC van Amsterdam;economie;BOL;middenkader/specialist;21RI;Hogeschool Leiden;gedrag en maatschappij;3
25PZ;ROC van Amsterdam;economie;BOL;middenkader/specialist;21RI;Hogeschool Leiden;gezondheidszorg;1
25PZ;ROC van Amsterdam;economie;BOL;middenkader/specialist;21RI;Hogeschool Leiden;techniek;2
25PZ;ROC van Amsterdam;techniek;BOL;middenkader/specialist;21RI;Hogeschool Leiden;techniek;6
25PZ;ROC van Amsterdam;zorg en welzijn;BOL;vakopleiding;21RI;Hogeschool Leiden;techniek;1
25PZ;ROC van Amsterdam;zorg en welzijn;BOL;middenkader/specialist;21RI;Hogeschool Leiden;economie;1
25PZ;ROC van Amsterdam;zorg en welzijn;BOL;middenkader/specialist;21RI;Hogeschool Leiden;gedrag en maatschappij;1
25PZ;ROC van Amsterdam;zorg en welzijn;BOL;middenkader/specialist;21RI;Hogeschool Leiden;onderwijs;5
25PZ;ROC van Amsterdam;zorg en welzijn;examendeelnemer;middenkader/specialist;21RI;Hogeschool Leiden;gezondheidszorg;1
25RA;Regio College voor Beroepsonderwijs en Educatie Zaanstreek-Waterland;economie;BOL;middenkader/specialist;21RI;Hogeschool Leiden;economie;1
25RA;Regio College voor Beroepsonderwijs en Educatie Zaanstreek-Waterland;techniek;BOL;middenkader/specialist;21RI;Hogeschool Leiden;techniek;1
26CC;Helicon Opleidingen;landbouw;BOL;middenkader/specialist;21RI;Hogeschool Leiden;gezondheidszorg;1
26CC;Helicon Opleidingen;landbouw;BOL;middenkader/specialist;21RI;Hogeschool Leiden;techniek;1
27GZ;ROC Mondriaan;economie;BOL;middenkader/specialist;21RI;Hogeschool Leiden;economie;6
27GZ;ROC Mondriaan;economie;BOL;middenkader/specialist;21RI;Hogeschool Leiden;gedrag en maatschappij;7
27GZ;ROC Mondriaan;economie;BOL;middenkader/specialist;21RI;Hogeschool Leiden;gezondheidszorg;2
27GZ;ROC Mondriaan;economie;BOL;middenkader/specialist;21RI;Hogeschool Leiden;onderwijs;1
27GZ;ROC Mondriaan;economie;BOL;middenkader/specialist;21RI;Hogeschool Leiden;techniek;1
27GZ;ROC Mondriaan;economie;BBL;middenkader/specialist;21RI;Hogeschool Leiden;techniek;1
27GZ;ROC Mondriaan;economie;examendeelnemer;middenkader/specialist;21RI;Hogeschool Leiden;economie;1
27GZ;ROC Mondriaan;economie;examendeelnemer;middenkader/specialist;21RI;Hogeschool Leiden;gezondheidszorg;1
27GZ;ROC Mondriaan;techniek;BOL;middenkader/specialist;21RI;Hogeschool Leiden;economie;2
27GZ;ROC Mondriaan;techniek;BOL;middenkader/specialist;21RI;Hogeschool Leiden;gedrag en maatschappij;2
27GZ;ROC Mondriaan;techniek;BOL;middenkader/specialist;21RI;Hogeschool Leiden;gezondheidszorg;1
27GZ;ROC Mondriaan;zorg en welzijn;BOL;vakopleiding;21RI;Hogeschool Leiden;gedrag en maatschappij;1
27GZ;ROC Mondriaan;zorg en welzijn;BOL;vakopleiding;21RI;Hogeschool Leiden;techniek;1
27GZ;ROC Mondriaan;zorg en welzijn;BOL;middenkader/specialist;21RI;Hogeschool Leiden;economie;4
27GZ;ROC Mondriaan;zorg en welzijn;BOL;middenkader/specialist;21RI;Hogeschool Leiden;gedrag en maatschappij;11
27GZ;ROC Mondriaan;zorg en welzijn;BOL;middenkader/specialist;21RI;Hogeschool Leiden;gezondheidszorg;8
27GZ;ROC Mondriaan;zorg en welzijn;BOL;middenkader/specialist;21RI;Hogeschool Leiden;onderwijs;6
27GZ;ROC Mondriaan;zorg en welzijn;BOL;middenkader/specialist;21RI;Hogeschool Leiden;techniek;3
27GZ;ROC Mondriaan;zorg en welzijn;BBL;middenkader/specialist;21RI;Hogeschool Leiden;gezondheidszorg;3
30FH;Co”peratie Team Academie Amsterdam U.A.;economie;BOL;middenkader/specialist;21RI;Hogeschool Leiden;techniek;1
30RM;Stichting ROC TOP;economie;BOL;middenkader/specialist;21RI;Hogeschool Leiden;economie;1
30RM;Stichting ROC TOP;economie;examendeelnemer;middenkader/specialist;21RI;Hogeschool Leiden;economie;1
30RM;Stichting ROC TOP;economie;examendeelnemer;middenkader/specialist;21RI;Hogeschool Leiden;techniek;1
30RM;Stichting ROC TOP;zorg en welzijn;BOL;middenkader/specialist;21RI;Hogeschool Leiden;economie;1
30RM;Stichting ROC TOP;zorg en welzijn;BBL;middenkader/specialist;21RI;Hogeschool Leiden;gedrag en maatschappij;1
30RN;Stichting Interconfessioneel Beroepsonderwijs Volwasseneneducatie regio Utrecht;economie;BOL;middenkader/specialist;21RI;Hogeschool Leiden;economie;1
30RN;Stichting Interconfessioneel Beroepsonderwijs Volwasseneneducatie regio Utrecht;economie;BOL;middenkader/specialist;21RI;Hogeschool Leiden;gedrag en maatschappij;2
30RN;Stichting Interconfessioneel Beroepsonderwijs Volwasseneneducatie regio Utrecht;techniek;BOL;middenkader/specialist;21RI;Hogeschool Leiden;economie;1
30RR;Stichting Interconf. Beroepsonderwijs en Volwasseneneducatie Regio Amersfoort;economie;BOL;middenkader/specialist;21RI;Hogeschool Leiden;economie;1
30RR;Stichting Interconf. Beroepsonderwijs en Volwasseneneducatie Regio Amersfoort;economie;BOL;middenkader/specialist;21RI;Hogeschool Leiden;onderwijs;1
02PG;Hout en Meubileringscollege Mbo;economie;BOL;middenkader/specialist;21UG;Hogeschool IPABO Amsterdam Alkmaar;onderwijs;2
04EU;Regionaal Opleidingen Centrum Kop van Noord-Holland voor VAVO MBO VW;techniek;BOL;middenkader/specialist;21UG;Hogeschool IPABO Amsterdam Alkmaar;onderwijs;1
04EU;Regionaal Opleidingen Centrum Kop van Noord-Holland voor VAVO MBO VW;zorg en welzijn;BOL;middenkader/specialist;21UG;Hogeschool IPABO Amsterdam Alkmaar;onderwijs;17
08PG;Regionaal Opleidingen Centrum Friese Poort;zorg en welzijn;BOL;middenkader/specialist;21UG;Hogeschool IPABO Amsterdam Alkmaar;onderwijs;1
25LG;Regionaal Opleidingen Centrum Friesland College;economie;BOL;middenkader/specialist;21UG;Hogeschool IPABO Amsterdam Alkmaar;onderwijs;1
25PT;Regionaal Opleidingen Centrum Horizon College;economie;BOL;middenkader/specialist;21UG;Hogeschool IPABO Amsterdam Alkmaar;onderwijs;1
25PT;Regionaal Opleidingen Centrum Horizon College;economie;BBL;vakopleiding;21UG;Hogeschool IPABO Amsterdam Alkmaar;onderwijs;1
25PT;Regionaal Opleidingen Centrum Horizon College;zorg en welzijn;BOL;middenkader/specialist;21UG;Hogeschool IPABO Amsterdam Alkmaar;onderwijs;41
25PX;Regionaal Opleidingen Centrum Nova College;economie;BOL;middenkader/specialist;21UG;Hogeschool IPABO Amsterdam Alkmaar;onderwijs;1
25PX;Regionaal Opleidingen Centrum Nova College;zorg en welzijn;BOL;middenkader/specialist;21UG;Hogeschool IPABO Amsterdam Alkmaar;onderwijs;3
25PZ;ROC van Amsterdam;economie;BOL;middenkader/specialist;21UG;Hogeschool IPABO Amsterdam Alkmaar;onderwijs;1
25PZ;ROC van Amsterdam;techniek;BOL;middenkader/specialist;21UG;Hogeschool IPABO Amsterdam Alkmaar;onderwijs;1
25PZ;ROC van Amsterdam;zorg en welzijn;BOL;middenkader/specialist;21UG;Hogeschool IPABO Amsterdam Alkmaar;onderwijs;7
25RA;Regio College voor Beroepsonderwijs en Educatie Zaanstreek-Waterland;techniek;BOL;middenkader/specialist;21UG;Hogeschool IPABO Amsterdam Alkmaar;onderwijs;1
30RM;Stichting ROC TOP;zorg en welzijn;BOL;middenkader/specialist;21UG;Hogeschool IPABO Amsterdam Alkmaar;onderwijs;7
30RN;Stichting Interconfessioneel Beroepsonderwijs Volwasseneneducatie regio Utrecht;zorg en welzijn;BOL;middenkader/specialist;21UG;Hogeschool IPABO Amsterdam Alkmaar;onderwijs;1
00GT;Regionaal Opleidingen Centrum Albeda College;economie;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;6
00GT;Regionaal Opleidingen Centrum Albeda College;techniek;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;1
00GT;Regionaal Opleidingen Centrum Albeda College;zorg en welzijn;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;2
01AA;Landstede;economie;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;2
01AA;Landstede;techniek;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;2
02PA;Stichting Media Amsterdam;techniek;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;techniek;1
02PG;Hout en Meubileringscollege Mbo;economie;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;techniek;1
02PN;C I B A P Christelijk MBO;techniek;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;1
04FO;Koning Willem I College;economie;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;18
04FO;Koning Willem I College;economie;examendeelnemer;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;1
04FO;Koning Willem I College;techniek;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;4
04FO;Koning Willem I College;techniek;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;techniek;6
04FO;Koning Willem I College;zorg en welzijn;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;2
05EA;Scheepvaart en Transport College;techniek;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;3
05EA;Scheepvaart en Transport College;techniek;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;techniek;2
11UL;Edudelta Onderwijsgroep;landbouw;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;1
14YD;Lentiz onderwijsgroep;landbouw;examendeelnemer;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;1
20MQ;Regionaal Opleidingen Centrum Da Vinci College;economie;BOL;vakopleiding;21UI;NHTV internationale hogeschool Breda;economie;1
20MQ;Regionaal Opleidingen Centrum Da Vinci College;economie;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;5
20MQ;Regionaal Opleidingen Centrum Da Vinci College;techniek;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;1
20MQ;Regionaal Opleidingen Centrum Da Vinci College;techniek;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;techniek;1
20MQ;Regionaal Opleidingen Centrum Da Vinci College;zorg en welzijn;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;2
20MQ;Regionaal Opleidingen Centrum Da Vinci College;zorg en welzijn;BBL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;1
21CS;CITAVERDE College;landbouw;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;techniek;1
21CY;Agrarisch Opleidingen Centrum West Brabant;landbouw;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;1
23JA;Grafisch Lyceum Rotterdam voor MBO en VMBO;techniek;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;4
23JA;Grafisch Lyceum Rotterdam voor MBO en VMBO;techniek;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;techniek;15
23KG;Grafisch Lyceum Utrecht;techniek;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;2
23KG;Grafisch Lyceum Utrecht;techniek;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;techniek;3
23NG;Tio;economie;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;2
23NG;Tio;techniek;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;2
24GE;Business School Notenboom;economie;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;1
24ZZ;Regionaal Opleidingen Centrum Graafschap College;economie;BOL;vakopleiding;21UI;NHTV internationale hogeschool Breda;economie;2
24ZZ;Regionaal Opleidingen Centrum Graafschap College;economie;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;3
24ZZ;Regionaal Opleidingen Centrum Graafschap College;economie;examendeelnemer;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;2
24ZZ;Regionaal Opleidingen Centrum Graafschap College;zorg en welzijn;examendeelnemer;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;1
25LF;Regionaal Opleidingen Centrum Rijn IJssel;economie;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;2
25LF;Regionaal Opleidingen Centrum Rijn IJssel;economie;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;techniek;2
25LF;Regionaal Opleidingen Centrum Rijn IJssel;techniek;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;1
25LF;Regionaal Opleidingen Centrum Rijn IJssel;zorg en welzijn;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;4
25LG;Regionaal Opleidingen Centrum Friesland College;economie;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;4
25LG;Regionaal Opleidingen Centrum Friesland College;techniek;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;techniek;1
25LH;Stichting ROC Midden Nederland;economie;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;5
25LH;Stichting ROC Midden Nederland;economie;BBL;vakopleiding;21UI;NHTV internationale hogeschool Breda;economie;1
25LH;Stichting ROC Midden Nederland;zorg en welzijn;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;2
25LJ;Stichting Regionaal Opleidingencentrum Ter AA;economie;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;2
25LN;Regionaal Opleidingen Centrum;economie;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;techniek;2
25LN;Regionaal Opleidingen Centrum;zorg en welzijn;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;1
25LP;Zadkine;economie;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;9
25LP;Zadkine;economie;examendeelnemer;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;techniek;1
25LT;Regionaal Opleidingen Centrum Gilde Opleidingen Beroepsonderwijs en Educatie;economie;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;6
25LT;Regionaal Opleidingen Centrum Gilde Opleidingen Beroepsonderwijs en Educatie;techniek;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;techniek;3
25LU;Regionaal Opleidingen Centrum Alfa- college;economie;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;1
25LU;Regionaal Opleidingen Centrum Alfa- college;techniek;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;techniek;1
25LV;Scholengemeenschap De Rooi Pannen;economie;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;101
25LV;Scholengemeenschap De Rooi Pannen;economie;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;techniek;1
25LV;Scholengemeenschap De Rooi Pannen;techniek;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;techniek;2
25LW;Stichting voor Beroepsonderwijs, Volwasseneneducatie en Voortgezet onderwijs;economie;BOL;vakopleiding;21UI;NHTV internationale hogeschool Breda;economie;1
25LW;Stichting voor Beroepsonderwijs, Volwasseneneducatie en Voortgezet onderwijs;economie;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;3
25LX;ROC West-Brabant;economie;BOL;vakopleiding;21UI;NHTV internationale hogeschool Breda;economie;1
25LX;ROC West-Brabant;economie;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;22
25LX;ROC West-Brabant;economie;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;techniek;3
25LX;ROC West-Brabant;economie;BBL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;1
25LX;ROC West-Brabant;techniek;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;1
25LX;ROC West-Brabant;techniek;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;techniek;2
25LX;ROC West-Brabant;zorg en welzijn;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;1
25LZ;Regionaal Opleidingen Centrum Tilburg;economie;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;1
25LZ;Regionaal Opleidingen Centrum Tilburg;techniek;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;3
25LZ;Regionaal Opleidingen Centrum Tilburg;techniek;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;techniek;1
25LZ;Regionaal Opleidingen Centrum Tilburg;zorg en welzijn;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;4
25MA;Regionaal Opleidingen Centrum Leiden Duin- en Bollenstreek;economie;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;4
25MB;Stg ROC Summa College;economie;BOL;vakopleiding;21UI;NHTV internationale hogeschool Breda;economie;1
25MB;Stg ROC Summa College;economie;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;16
25MB;Stg ROC Summa College;techniek;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;2
25MB;Stg ROC Summa College;techniek;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;techniek;1
25MB;Stg ROC Summa College;techniek;examendeelnemer;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;1
25MB;Stg ROC Summa College;zorg en welzijn;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;5
25PJ;Deltion College;economie;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;4
25PJ;Deltion College;techniek;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;techniek;5
25PL;Regionaal Opleidingen Centrum Leeuwenborgh;economie;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;1
25PM;Regionaal Opleidingen Centrum A12;economie;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;techniek;3
25PM;Regionaal Opleidingen Centrum A12;techniek;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;techniek;2
25PN;Regionaal Opleidingen Centrum Nijmegen eo;economie;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;8
25PN;Regionaal Opleidingen Centrum Nijmegen eo;techniek;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;techniek;1
25PU;Regionaal Opleidingen Centrum Arcus College;economie;BOL;vakopleiding;21UI;NHTV internationale hogeschool Breda;economie;1
25PU;Regionaal Opleidingen Centrum Arcus College;economie;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;2
25PU;Regionaal Opleidingen Centrum Arcus College;economie;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;techniek;1
25PU;Regionaal Opleidingen Centrum Arcus College;economie;examendeelnemer;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;1
25PV;Scalda voor middelbaar beroepsonderwijs en volwasseneneducatie;economie;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;7
25PV;Scalda voor middelbaar beroepsonderwijs en volwasseneneducatie;economie;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;techniek;1
25PV;Scalda voor middelbaar beroepsonderwijs en volwasseneneducatie;techniek;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;3
25PV;Scalda voor middelbaar beroepsonderwijs en volwasseneneducatie;techniek;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;techniek;5
25PV;Scalda voor middelbaar beroepsonderwijs en volwasseneneducatie;zorg en welzijn;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;8
25PW;Regionaal Opleidingen Centrum Drenthe College;techniek;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;1
25PX;Regionaal Opleidingen Centrum Nova College;economie;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;1
25PZ;ROC van Amsterdam;economie;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;2
25PZ;ROC van Amsterdam;economie;examendeelnemer;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;1
25PZ;ROC van Amsterdam;techniek;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;techniek;1
25RA;Regio College voor Beroepsonderwijs en Educatie Zaanstreek-Waterland;economie;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;1
26CC;Helicon Opleidingen;landbouw;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;1
26CC;Helicon Opleidingen;landbouw;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;techniek;1
27DV;Stichting Regionaal Opleidingen Centrum AVENTUS;economie;BOL;vakopleiding;21UI;NHTV internationale hogeschool Breda;economie;1
27DV;Stichting Regionaal Opleidingen Centrum AVENTUS;economie;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;4
27DV;Stichting Regionaal Opleidingen Centrum AVENTUS;techniek;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;techniek;1
27GT;EuroCollege Management School bv;economie;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;1
27GZ;ROC Mondriaan;economie;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;9
27YU;Regionaal Opleidingencentrum van Twente;economie;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;2
28DE;ROC de Leijgraaf;economie;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;4
28DE;ROC de Leijgraaf;economie;BBL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;1
28DE;ROC de Leijgraaf;economie;BBL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;techniek;1
28DE;ROC de Leijgraaf;zorg en welzijn;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;1
30BC;SiNTLUCAS;techniek;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;6
30BC;SiNTLUCAS;techniek;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;techniek;13
30RM;Stichting ROC TOP;economie;BOL;middenkader/specialist;21UI;NHTV internationale hogeschool Breda;economie;2
