SCHOOLJAAR 2011-2012 IN HET MBO (peildatum 1 oktober 2011);;;;;SCHOOLJAAR 2012-2013 IN HET HBO (peildatum 1 oktober 2012);;;
BRIN NUMMER ;INSTELLINGSNAAM ;MBO SECTOR;LEERWEG MBO;KWALIFICATIENIVEAU;BRIN NUMMER;INSTELLINGSNAAM ;CROHO ONDERDEEL;AANTAL DOORSTROMERS
04EM;Regionaal Opleidingen Centrum Amarantis Onderwijsgroep v Interconfessioneel Ondw;zorg en welzijn;BOL;middenkader/specialist;07GR;Avans Hogeschool;gedrag en maatschappij;1
04FO;Koning Willem I College;economie;BOL;vakopleiding;07GR;Avans Hogeschool;gedrag en maatschappij;2
04FO;Koning Willem I College;economie;BOL;vakopleiding;07GR;Avans Hogeschool;techniek;1
04FO;Koning Willem I College;economie;BOL;middenkader/specialist;07GR;Avans Hogeschool;economie;93
04FO;Koning Willem I College;economie;BOL;middenkader/specialist;07GR;Avans Hogeschool;gedrag en maatschappij;9
04FO;Koning Willem I College;economie;BOL;middenkader/specialist;07GR;Avans Hogeschool;gezondheidszorg;2
04FO;Koning Willem I College;economie;BOL;middenkader/specialist;07GR;Avans Hogeschool;techniek;37
04FO;Koning Willem I College;economie;BBL;middenkader/specialist;07GR;Avans Hogeschool;economie;1
04FO;Koning Willem I College;economie;BBL;middenkader/specialist;07GR;Avans Hogeschool;gedrag en maatschappij;2
04FO;Koning Willem I College;techniek;BOL;middenkader/specialist;07GR;Avans Hogeschool;economie;4
04FO;Koning Willem I College;techniek;BOL;middenkader/specialist;07GR;Avans Hogeschool;taal en cultuur;10
04FO;Koning Willem I College;techniek;BOL;middenkader/specialist;07GR;Avans Hogeschool;techniek;58
04FO;Koning Willem I College;techniek;BBL;middenkader/specialist;07GR;Avans Hogeschool;economie;1
04FO;Koning Willem I College;techniek;BBL;middenkader/specialist;07GR;Avans Hogeschool;techniek;1
04FO;Koning Willem I College;zorg en welzijn;BOL;vakopleiding;07GR;Avans Hogeschool;economie;1
04FO;Koning Willem I College;zorg en welzijn;BOL;middenkader/specialist;07GR;Avans Hogeschool;economie;2
04FO;Koning Willem I College;zorg en welzijn;BOL;middenkader/specialist;07GR;Avans Hogeschool;gedrag en maatschappij;36
04FO;Koning Willem I College;zorg en welzijn;BOL;middenkader/specialist;07GR;Avans Hogeschool;gezondheidszorg;5
04FO;Koning Willem I College;zorg en welzijn;BOL;middenkader/specialist;07GR;Avans Hogeschool;onderwijs;1
04FO;Koning Willem I College;zorg en welzijn;BBL;middenkader/specialist;07GR;Avans Hogeschool;gezondheidszorg;1
05EL;Regionaal Opleidingen Centrum Westerschelde voor Vavo Bbo Mbo Vw;economie;BOL;middenkader/specialist;07GR;Avans Hogeschool;economie;2
05EL;Regionaal Opleidingen Centrum Westerschelde voor Vavo Bbo Mbo Vw;techniek;BOL;middenkader/specialist;07GR;Avans Hogeschool;techniek;11
05EL;Regionaal Opleidingen Centrum Westerschelde voor Vavo Bbo Mbo Vw;techniek;BBL;middenkader/specialist;07GR;Avans Hogeschool;techniek;3
05EL;Regionaal Opleidingen Centrum Westerschelde voor Vavo Bbo Mbo Vw;zorg en welzijn;BOL;middenkader/specialist;07GR;Avans Hogeschool;gedrag en maatschappij;4
05EL;Regionaal Opleidingen Centrum Westerschelde voor Vavo Bbo Mbo Vw;zorg en welzijn;BOL;middenkader/specialist;07GR;Avans Hogeschool;gezondheidszorg;2
05EL;Regionaal Opleidingen Centrum Westerschelde voor Vavo Bbo Mbo Vw;zorg en welzijn;BBL;middenkader/specialist;07GR;Avans Hogeschool;gezondheidszorg;1
08PG;Regionaal Opleidingen Centrum Friese Poort;economie;BOL;middenkader/specialist;07GR;Avans Hogeschool;gedrag en maatschappij;1
09MR;Hoornbeeck College voor Mbo op Reformatorische Grondslag;economie;BOL;middenkader/specialist;07GR;Avans Hogeschool;economie;7
09MR;Hoornbeeck College voor Mbo op Reformatorische Grondslag;economie;BOL;middenkader/specialist;07GR;Avans Hogeschool;gezondheidszorg;1
09MR;Hoornbeeck College voor Mbo op Reformatorische Grondslag;zorg en welzijn;BOL;middenkader/specialist;07GR;Avans Hogeschool;gedrag en maatschappij;1
11UL;Edudelta Onderwijsgroep;landbouw;BOL;middenkader/specialist;07GR;Avans Hogeschool;economie;1
11UL;Edudelta Onderwijsgroep;landbouw;BOL;middenkader/specialist;07GR;Avans Hogeschool;taal en cultuur;1
14YD;Lentiz onderwijsgroep;landbouw;BOL;middenkader/specialist;07GR;Avans Hogeschool;economie;1
17WH;SVO Opleidingen;economie;BBL;vakopleiding;07GR;Avans Hogeschool;economie;1
20MQ;Regionaal Opleidingen Centrum Da Vinci College;economie;BOL;vakopleiding;07GR;Avans Hogeschool;economie;6
20MQ;Regionaal Opleidingen Centrum Da Vinci College;economie;BOL;vakopleiding;07GR;Avans Hogeschool;gedrag en maatschappij;1
20MQ;Regionaal Opleidingen Centrum Da Vinci College;economie;BOL;vakopleiding;07GR;Avans Hogeschool;techniek;1
20MQ;Regionaal Opleidingen Centrum Da Vinci College;economie;BOL;middenkader/specialist;07GR;Avans Hogeschool;economie;15
20MQ;Regionaal Opleidingen Centrum Da Vinci College;economie;BOL;middenkader/specialist;07GR;Avans Hogeschool;gedrag en maatschappij;4
20MQ;Regionaal Opleidingen Centrum Da Vinci College;economie;BOL;middenkader/specialist;07GR;Avans Hogeschool;gezondheidszorg;1
20MQ;Regionaal Opleidingen Centrum Da Vinci College;economie;BOL;middenkader/specialist;07GR;Avans Hogeschool;taal en cultuur;1
20MQ;Regionaal Opleidingen Centrum Da Vinci College;economie;BOL;middenkader/specialist;07GR;Avans Hogeschool;techniek;8
20MQ;Regionaal Opleidingen Centrum Da Vinci College;economie;BBL;vakopleiding;07GR;Avans Hogeschool;economie;3
20MQ;Regionaal Opleidingen Centrum Da Vinci College;economie;BBL;middenkader/specialist;07GR;Avans Hogeschool;economie;2
20MQ;Regionaal Opleidingen Centrum Da Vinci College;economie;BBL;middenkader/specialist;07GR;Avans Hogeschool;techniek;1
20MQ;Regionaal Opleidingen Centrum Da Vinci College;techniek;BOL;middenkader/specialist;07GR;Avans Hogeschool;economie;1
20MQ;Regionaal Opleidingen Centrum Da Vinci College;techniek;BOL;middenkader/specialist;07GR;Avans Hogeschool;taal en cultuur;1
20MQ;Regionaal Opleidingen Centrum Da Vinci College;techniek;BOL;middenkader/specialist;07GR;Avans Hogeschool;techniek;18
20MQ;Regionaal Opleidingen Centrum Da Vinci College;techniek;BBL;vakopleiding;07GR;Avans Hogeschool;techniek;1
20MQ;Regionaal Opleidingen Centrum Da Vinci College;techniek;BBL;middenkader/specialist;07GR;Avans Hogeschool;economie;1
20MQ;Regionaal Opleidingen Centrum Da Vinci College;techniek;BBL;middenkader/specialist;07GR;Avans Hogeschool;techniek;1
20MQ;Regionaal Opleidingen Centrum Da Vinci College;zorg en welzijn;BOL;vakopleiding;07GR;Avans Hogeschool;gedrag en maatschappij;1
20MQ;Regionaal Opleidingen Centrum Da Vinci College;zorg en welzijn;BOL;middenkader/specialist;07GR;Avans Hogeschool;economie;1
20MQ;Regionaal Opleidingen Centrum Da Vinci College;zorg en welzijn;BOL;middenkader/specialist;07GR;Avans Hogeschool;gedrag en maatschappij;6
20MQ;Regionaal Opleidingen Centrum Da Vinci College;zorg en welzijn;BOL;middenkader/specialist;07GR;Avans Hogeschool;gezondheidszorg;3
21CS;CITAVERDE College;landbouw;BOL;middenkader/specialist;07GR;Avans Hogeschool;economie;1
21CS;CITAVERDE College;landbouw;BOL;middenkader/specialist;07GR;Avans Hogeschool;taal en cultuur;1
21CS;CITAVERDE College;landbouw;BOL;middenkader/specialist;07GR;Avans Hogeschool;techniek;1
21CY;Agrarisch Opleidingen Centrum West Brabant;landbouw;BOL;middenkader/specialist;07GR;Avans Hogeschool;economie;6
21CY;Agrarisch Opleidingen Centrum West Brabant;landbouw;BOL;middenkader/specialist;07GR;Avans Hogeschool;gedrag en maatschappij;2
21CY;Agrarisch Opleidingen Centrum West Brabant;landbouw;BOL;middenkader/specialist;07GR;Avans Hogeschool;gezondheidszorg;2
21CY;Agrarisch Opleidingen Centrum West Brabant;landbouw;BOL;middenkader/specialist;07GR;Avans Hogeschool;techniek;4
21CY;Agrarisch Opleidingen Centrum West Brabant;landbouw;BBL;middenkader/specialist;07GR;Avans Hogeschool;gedrag en maatschappij;1
23JA;Grafisch Lyceum Rotterdam voor MBO en VMBO;techniek;BOL;middenkader/specialist;07GR;Avans Hogeschool;economie;2
23JA;Grafisch Lyceum Rotterdam voor MBO en VMBO;techniek;BOL;middenkader/specialist;07GR;Avans Hogeschool;gedrag en maatschappij;1
23JA;Grafisch Lyceum Rotterdam voor MBO en VMBO;techniek;BOL;middenkader/specialist;07GR;Avans Hogeschool;taal en cultuur;9
23JA;Grafisch Lyceum Rotterdam voor MBO en VMBO;techniek;BOL;middenkader/specialist;07GR;Avans Hogeschool;techniek;6
23KG;Grafisch Lyceum Utrecht;techniek;BOL;vakopleiding;07GR;Avans Hogeschool;techniek;1
23KG;Grafisch Lyceum Utrecht;techniek;BOL;middenkader/specialist;07GR;Avans Hogeschool;economie;2
23KG;Grafisch Lyceum Utrecht;techniek;BOL;middenkader/specialist;07GR;Avans Hogeschool;taal en cultuur;5
23KG;Grafisch Lyceum Utrecht;techniek;BOL;middenkader/specialist;07GR;Avans Hogeschool;techniek;1
24GE;Business School Notenboom;economie;BOL;middenkader/specialist;07GR;Avans Hogeschool;economie;3
24ZZ;Regionaal Opleidingen Centrum Graafschap College;economie;BOL;middenkader/specialist;07GR;Avans Hogeschool;techniek;1
24ZZ;Regionaal Opleidingen Centrum Graafschap College;techniek;BOL;middenkader/specialist;07GR;Avans Hogeschool;techniek;2
25LF;Regionaal Opleidingen Centrum Rijn IJssel;economie;BOL;middenkader/specialist;07GR;Avans Hogeschool;economie;7
25LF;Regionaal Opleidingen Centrum Rijn IJssel;economie;BBL;middenkader/specialist;07GR;Avans Hogeschool;economie;1
25LF;Regionaal Opleidingen Centrum Rijn IJssel;techniek;BOL;middenkader/specialist;07GR;Avans Hogeschool;techniek;3
25LF;Regionaal Opleidingen Centrum Rijn IJssel;techniek;examendeelnemer;middenkader/specialist;07GR;Avans Hogeschool;economie;1
25LF;Regionaal Opleidingen Centrum Rijn IJssel;zorg en welzijn;BOL;vakopleiding;07GR;Avans Hogeschool;gedrag en maatschappij;1
25LF;Regionaal Opleidingen Centrum Rijn IJssel;zorg en welzijn;BOL;middenkader/specialist;07GR;Avans Hogeschool;gedrag en maatschappij;2
25LF;Regionaal Opleidingen Centrum Rijn IJssel;zorg en welzijn;BOL;middenkader/specialist;07GR;Avans Hogeschool;techniek;1
25LF;Regionaal Opleidingen Centrum Rijn IJssel;zorg en welzijn;examendeelnemer;middenkader/specialist;07GR;Avans Hogeschool;gezondheidszorg;1
25LH;Stichting ROC Midden Nederland;economie;BOL;middenkader/specialist;07GR;Avans Hogeschool;economie;6
25LH;Stichting ROC Midden Nederland;economie;BOL;middenkader/specialist;07GR;Avans Hogeschool;techniek;1
25LH;Stichting ROC Midden Nederland;economie;BBL;vakopleiding;07GR;Avans Hogeschool;economie;1
25LH;Stichting ROC Midden Nederland;economie;examendeelnemer;middenkader/specialist;07GR;Avans Hogeschool;economie;1
25LH;Stichting ROC Midden Nederland;techniek;BOL;middenkader/specialist;07GR;Avans Hogeschool;techniek;7
25LH;Stichting ROC Midden Nederland;zorg en welzijn;BOL;middenkader/specialist;07GR;Avans Hogeschool;gedrag en maatschappij;2
25LJ;Stichting Regionaal Opleidingencentrum Ter AA;economie;BOL;middenkader/specialist;07GR;Avans Hogeschool;economie;6
25LJ;Stichting Regionaal Opleidingencentrum Ter AA;economie;BOL;middenkader/specialist;07GR;Avans Hogeschool;gedrag en maatschappij;3
25LJ;Stichting Regionaal Opleidingencentrum Ter AA;economie;BOL;middenkader/specialist;07GR;Avans Hogeschool;techniek;1
25LJ;Stichting Regionaal Opleidingencentrum Ter AA;techniek;BOL;middenkader/specialist;07GR;Avans Hogeschool;techniek;20
25LJ;Stichting Regionaal Opleidingencentrum Ter AA;zorg en welzijn;BOL;middenkader/specialist;07GR;Avans Hogeschool;gedrag en maatschappij;4
25LJ;Stichting Regionaal Opleidingencentrum Ter AA;zorg en welzijn;BOL;middenkader/specialist;07GR;Avans Hogeschool;onderwijs;1
25LJ;Stichting Regionaal Opleidingencentrum Ter AA;zorg en welzijn;BBL;middenkader/specialist;07GR;Avans Hogeschool;gedrag en maatschappij;1
25LN;Regionaal Opleidingen Centrum;economie;BBL;vakopleiding;07GR;Avans Hogeschool;economie;1
25LP;Zadkine;economie;BOL;middenkader/specialist;07GR;Avans Hogeschool;economie;3
25LP;Zadkine;economie;BOL;middenkader/specialist;07GR;Avans Hogeschool;gedrag en maatschappij;1
25LP;Zadkine;economie;BBL;middenkader/specialist;07GR;Avans Hogeschool;economie;2
25LP;Zadkine;economie;examendeelnemer;middenkader/specialist;07GR;Avans Hogeschool;economie;1
25LP;Zadkine;economie;examendeelnemer;middenkader/specialist;07GR;Avans Hogeschool;gedrag en maatschappij;1
25LP;Zadkine;techniek;BOL;middenkader/specialist;07GR;Avans Hogeschool;techniek;6
25LP;Zadkine;techniek;BBL;middenkader/specialist;07GR;Avans Hogeschool;techniek;1
25LP;Zadkine;zorg en welzijn;BOL;middenkader/specialist;07GR;Avans Hogeschool;gedrag en maatschappij;1
25LR;Regionaal Opleidingen Centrum van Flevoland;techniek;BOL;middenkader/specialist;07GR;Avans Hogeschool;taal en cultuur;1
25LT;Regionaal Opleidingen Centrum Gilde Opleidingen Beroepsonderwijs en Educatie;economie;BOL;middenkader/specialist;07GR;Avans Hogeschool;economie;14
25LT;Regionaal Opleidingen Centrum Gilde Opleidingen Beroepsonderwijs en Educatie;economie;BOL;middenkader/specialist;07GR;Avans Hogeschool;gedrag en maatschappij;2
25LT;Regionaal Opleidingen Centrum Gilde Opleidingen Beroepsonderwijs en Educatie;economie;BOL;middenkader/specialist;07GR;Avans Hogeschool;gezondheidszorg;1
25LT;Regionaal Opleidingen Centrum Gilde Opleidingen Beroepsonderwijs en Educatie;economie;BOL;middenkader/specialist;07GR;Avans Hogeschool;techniek;1
25LT;Regionaal Opleidingen Centrum Gilde Opleidingen Beroepsonderwijs en Educatie;techniek;BOL;middenkader/specialist;07GR;Avans Hogeschool;techniek;10
25LT;Regionaal Opleidingen Centrum Gilde Opleidingen Beroepsonderwijs en Educatie;techniek;BBL;middenkader/specialist;07GR;Avans Hogeschool;techniek;5
25LT;Regionaal Opleidingen Centrum Gilde Opleidingen Beroepsonderwijs en Educatie;zorg en welzijn;BOL;middenkader/specialist;07GR;Avans Hogeschool;economie;1
25LT;Regionaal Opleidingen Centrum Gilde Opleidingen Beroepsonderwijs en Educatie;zorg en welzijn;BOL;middenkader/specialist;07GR;Avans Hogeschool;gedrag en maatschappij;5
25LT;Regionaal Opleidingen Centrum Gilde Opleidingen Beroepsonderwijs en Educatie;zorg en welzijn;BOL;middenkader/specialist;07GR;Avans Hogeschool;techniek;1
25LV;Scholengemeenschap De Rooi Pannen;economie;BOL;vakopleiding;07GR;Avans Hogeschool;economie;1
25LV;Scholengemeenschap De Rooi Pannen;economie;BOL;middenkader/specialist;07GR;Avans Hogeschool;economie;84
25LV;Scholengemeenschap De Rooi Pannen;economie;BOL;middenkader/specialist;07GR;Avans Hogeschool;gedrag en maatschappij;15
25LV;Scholengemeenschap De Rooi Pannen;economie;BOL;middenkader/specialist;07GR;Avans Hogeschool;gezondheidszorg;3
25LV;Scholengemeenschap De Rooi Pannen;economie;BOL;middenkader/specialist;07GR;Avans Hogeschool;onderwijs;2
25LV;Scholengemeenschap De Rooi Pannen;economie;BOL;middenkader/specialist;07GR;Avans Hogeschool;techniek;1
25LV;Scholengemeenschap De Rooi Pannen;economie;BBL;middenkader/specialist;07GR;Avans Hogeschool;economie;3
25LV;Scholengemeenschap De Rooi Pannen;techniek;BOL;middenkader/specialist;07GR;Avans Hogeschool;gedrag en maatschappij;2
25LV;Scholengemeenschap De Rooi Pannen;techniek;BOL;middenkader/specialist;07GR;Avans Hogeschool;taal en cultuur;5
25LV;Scholengemeenschap De Rooi Pannen;techniek;BOL;middenkader/specialist;07GR;Avans Hogeschool;techniek;3
25LX;ROC West-Brabant;economie;BOL;middenkader/specialist;07GR;Avans Hogeschool;economie;150
25LX;ROC West-Brabant;economie;BOL;middenkader/specialist;07GR;Avans Hogeschool;gedrag en maatschappij;16
25LX;ROC West-Brabant;economie;BOL;middenkader/specialist;07GR;Avans Hogeschool;gezondheidszorg;2
25LX;ROC West-Brabant;economie;BOL;middenkader/specialist;07GR;Avans Hogeschool;onderwijs;2
25LX;ROC West-Brabant;economie;BOL;middenkader/specialist;07GR;Avans Hogeschool;techniek;14
25LX;ROC West-Brabant;economie;BBL;vakopleiding;07GR;Avans Hogeschool;economie;1
25LX;ROC West-Brabant;economie;BBL;vakopleiding;07GR;Avans Hogeschool;gedrag en maatschappij;1
25LX;ROC West-Brabant;economie;BBL;middenkader/specialist;07GR;Avans Hogeschool;economie;8
25LX;ROC West-Brabant;techniek;BOL;vakopleiding;07GR;Avans Hogeschool;taal en cultuur;1
25LX;ROC West-Brabant;techniek;BOL;middenkader/specialist;07GR;Avans Hogeschool;economie;9
25LX;ROC West-Brabant;techniek;BOL;middenkader/specialist;07GR;Avans Hogeschool;gedrag en maatschappij;2
25LX;ROC West-Brabant;techniek;BOL;middenkader/specialist;07GR;Avans Hogeschool;gezondheidszorg;1
25LX;ROC West-Brabant;techniek;BOL;middenkader/specialist;07GR;Avans Hogeschool;taal en cultuur;2
25LX;ROC West-Brabant;techniek;BOL;middenkader/specialist;07GR;Avans Hogeschool;techniek;80
25LX;ROC West-Brabant;techniek;BBL;middenkader/specialist;07GR;Avans Hogeschool;techniek;4
25LX;ROC West-Brabant;zorg en welzijn;BOL;vakopleiding;07GR;Avans Hogeschool;gedrag en maatschappij;7
25LX;ROC West-Brabant;zorg en welzijn;BOL;middenkader/specialist;07GR;Avans Hogeschool;economie;2
25LX;ROC West-Brabant;zorg en welzijn;BOL;middenkader/specialist;07GR;Avans Hogeschool;gedrag en maatschappij;34
25LX;ROC West-Brabant;zorg en welzijn;BOL;middenkader/specialist;07GR;Avans Hogeschool;gezondheidszorg;22
25LX;ROC West-Brabant;zorg en welzijn;BOL;middenkader/specialist;07GR;Avans Hogeschool;onderwijs;6
25LX;ROC West-Brabant;zorg en welzijn;BOL;middenkader/specialist;07GR;Avans Hogeschool;techniek;1
25LX;ROC West-Brabant;zorg en welzijn;BBL;vakopleiding;07GR;Avans Hogeschool;gezondheidszorg;2
25LX;ROC West-Brabant;zorg en welzijn;BBL;middenkader/specialist;07GR;Avans Hogeschool;gedrag en maatschappij;3
25LX;ROC West-Brabant;zorg en welzijn;BBL;middenkader/specialist;07GR;Avans Hogeschool;gezondheidszorg;11
25LZ;Regionaal Opleidingen Centrum Tilburg;economie;BOL;vakopleiding;07GR;Avans Hogeschool;economie;1
25LZ;Regionaal Opleidingen Centrum Tilburg;economie;BOL;vakopleiding;07GR;Avans Hogeschool;gedrag en maatschappij;2
25LZ;Regionaal Opleidingen Centrum Tilburg;economie;BOL;middenkader/specialist;07GR;Avans Hogeschool;economie;38
25LZ;Regionaal Opleidingen Centrum Tilburg;economie;BOL;middenkader/specialist;07GR;Avans Hogeschool;gedrag en maatschappij;4
25LZ;Regionaal Opleidingen Centrum Tilburg;economie;BOL;middenkader/specialist;07GR;Avans Hogeschool;techniek;4
25LZ;Regionaal Opleidingen Centrum Tilburg;economie;BBL;middenkader/specialist;07GR;Avans Hogeschool;economie;5
25LZ;Regionaal Opleidingen Centrum Tilburg;economie;examendeelnemer;middenkader/specialist;07GR;Avans Hogeschool;economie;1
25LZ;Regionaal Opleidingen Centrum Tilburg;techniek;BOL;vakopleiding;07GR;Avans Hogeschool;gedrag en maatschappij;1
25LZ;Regionaal Opleidingen Centrum Tilburg;techniek;BOL;vakopleiding;07GR;Avans Hogeschool;techniek;2
25LZ;Regionaal Opleidingen Centrum Tilburg;techniek;BOL;middenkader/specialist;07GR;Avans Hogeschool;economie;3
25LZ;Regionaal Opleidingen Centrum Tilburg;techniek;BOL;middenkader/specialist;07GR;Avans Hogeschool;onderwijs;2
25LZ;Regionaal Opleidingen Centrum Tilburg;techniek;BOL;middenkader/specialist;07GR;Avans Hogeschool;techniek;51
25LZ;Regionaal Opleidingen Centrum Tilburg;techniek;BBL;middenkader/specialist;07GR;Avans Hogeschool;economie;1
25LZ;Regionaal Opleidingen Centrum Tilburg;zorg en welzijn;BOL;middenkader/specialist;07GR;Avans Hogeschool;economie;6
25LZ;Regionaal Opleidingen Centrum Tilburg;zorg en welzijn;BOL;middenkader/specialist;07GR;Avans Hogeschool;gedrag en maatschappij;42
25LZ;Regionaal Opleidingen Centrum Tilburg;zorg en welzijn;BOL;middenkader/specialist;07GR;Avans Hogeschool;gezondheidszorg;7
25LZ;Regionaal Opleidingen Centrum Tilburg;zorg en welzijn;BOL;middenkader/specialist;07GR;Avans Hogeschool;onderwijs;6
25LZ;Regionaal Opleidingen Centrum Tilburg;zorg en welzijn;BOL;middenkader/specialist;07GR;Avans Hogeschool;techniek;2
25LZ;Regionaal Opleidingen Centrum Tilburg;zorg en welzijn;BBL;middenkader/specialist;07GR;Avans Hogeschool;gedrag en maatschappij;4
25LZ;Regionaal Opleidingen Centrum Tilburg;zorg en welzijn;BBL;middenkader/specialist;07GR;Avans Hogeschool;gezondheidszorg;1
25LZ;Regionaal Opleidingen Centrum Tilburg;zorg en welzijn;examendeelnemer;vakopleiding;07GR;Avans Hogeschool;gedrag en maatschappij;1
25MA;Regionaal Opleidingen Centrum Leiden Duin- en Bollenstreek;techniek;BOL;middenkader/specialist;07GR;Avans Hogeschool;techniek;1
25MB;Stg ROC Summa College;economie;BOL;vakopleiding;07GR;Avans Hogeschool;economie;1
25MB;Stg ROC Summa College;economie;BOL;vakopleiding;07GR;Avans Hogeschool;gedrag en maatschappij;4
25MB;Stg ROC Summa College;economie;BOL;middenkader/specialist;07GR;Avans Hogeschool;economie;64
25MB;Stg ROC Summa College;economie;BOL;middenkader/specialist;07GR;Avans Hogeschool;gedrag en maatschappij;17
25MB;Stg ROC Summa College;economie;BOL;middenkader/specialist;07GR;Avans Hogeschool;techniek;13
25MB;Stg ROC Summa College;economie;BBL;middenkader/specialist;07GR;Avans Hogeschool;economie;4
25MB;Stg ROC Summa College;economie;BBL;middenkader/specialist;07GR;Avans Hogeschool;gedrag en maatschappij;1
25MB;Stg ROC Summa College;economie;examendeelnemer;middenkader/specialist;07GR;Avans Hogeschool;economie;4
25MB;Stg ROC Summa College;economie;examendeelnemer;middenkader/specialist;07GR;Avans Hogeschool;gezondheidszorg;1
25MB;Stg ROC Summa College;techniek;BOL;middenkader/specialist;07GR;Avans Hogeschool;economie;6
25MB;Stg ROC Summa College;techniek;BOL;middenkader/specialist;07GR;Avans Hogeschool;techniek;24
25MB;Stg ROC Summa College;techniek;BBL;middenkader/specialist;07GR;Avans Hogeschool;economie;1
25MB;Stg ROC Summa College;techniek;BBL;middenkader/specialist;07GR;Avans Hogeschool;techniek;1
25MB;Stg ROC Summa College;zorg en welzijn;BOL;middenkader/specialist;07GR;Avans Hogeschool;economie;4
25MB;Stg ROC Summa College;zorg en welzijn;BOL;middenkader/specialist;07GR;Avans Hogeschool;gedrag en maatschappij;32
25MB;Stg ROC Summa College;zorg en welzijn;BOL;middenkader/specialist;07GR;Avans Hogeschool;gezondheidszorg;4
25MB;Stg ROC Summa College;zorg en welzijn;BOL;middenkader/specialist;07GR;Avans Hogeschool;onderwijs;1
25MB;Stg ROC Summa College;zorg en welzijn;BBL;vakopleiding;07GR;Avans Hogeschool;gedrag en maatschappij;1
25MB;Stg ROC Summa College;zorg en welzijn;BBL;middenkader/specialist;07GR;Avans Hogeschool;gedrag en maatschappij;1
25PJ;Deltion College;economie;BOL;middenkader/specialist;07GR;Avans Hogeschool;economie;1
25PJ;Deltion College;techniek;BOL;middenkader/specialist;07GR;Avans Hogeschool;taal en cultuur;4
25PL;Regionaal Opleidingen Centrum Leeuwenborgh;economie;BOL;middenkader/specialist;07GR;Avans Hogeschool;economie;2
25PL;Regionaal Opleidingen Centrum Leeuwenborgh;zorg en welzijn;BOL;middenkader/specialist;07GR;Avans Hogeschool;economie;1
25PM;Regionaal Opleidingen Centrum A12;economie;BOL;middenkader/specialist;07GR;Avans Hogeschool;economie;2
25PM;Regionaal Opleidingen Centrum A12;economie;BOL;middenkader/specialist;07GR;Avans Hogeschool;techniek;1
25PM;Regionaal Opleidingen Centrum A12;economie;BBL;middenkader/specialist;07GR;Avans Hogeschool;economie;1
25PM;Regionaal Opleidingen Centrum A12;techniek;BOL;middenkader/specialist;07GR;Avans Hogeschool;techniek;1
25PN;Regionaal Opleidingen Centrum Nijmegen eo;economie;BOL;vakopleiding;07GR;Avans Hogeschool;economie;2
25PN;Regionaal Opleidingen Centrum Nijmegen eo;economie;BOL;vakopleiding;07GR;Avans Hogeschool;gedrag en maatschappij;3
25PN;Regionaal Opleidingen Centrum Nijmegen eo;economie;BOL;vakopleiding;07GR;Avans Hogeschool;techniek;1
25PN;Regionaal Opleidingen Centrum Nijmegen eo;economie;BOL;middenkader/specialist;07GR;Avans Hogeschool;economie;12
25PN;Regionaal Opleidingen Centrum Nijmegen eo;economie;BOL;middenkader/specialist;07GR;Avans Hogeschool;gedrag en maatschappij;4
25PN;Regionaal Opleidingen Centrum Nijmegen eo;economie;BOL;middenkader/specialist;07GR;Avans Hogeschool;techniek;4
25PN;Regionaal Opleidingen Centrum Nijmegen eo;economie;examendeelnemer;middenkader/specialist;07GR;Avans Hogeschool;techniek;1
25PN;Regionaal Opleidingen Centrum Nijmegen eo;techniek;BOL;middenkader/specialist;07GR;Avans Hogeschool;techniek;30
25PN;Regionaal Opleidingen Centrum Nijmegen eo;techniek;examendeelnemer;middenkader/specialist;07GR;Avans Hogeschool;techniek;1
25PN;Regionaal Opleidingen Centrum Nijmegen eo;zorg en welzijn;BOL;middenkader/specialist;07GR;Avans Hogeschool;economie;2
25PN;Regionaal Opleidingen Centrum Nijmegen eo;zorg en welzijn;BOL;middenkader/specialist;07GR;Avans Hogeschool;gedrag en maatschappij;10
25PN;Regionaal Opleidingen Centrum Nijmegen eo;zorg en welzijn;BOL;middenkader/specialist;07GR;Avans Hogeschool;onderwijs;1
25PN;Regionaal Opleidingen Centrum Nijmegen eo;zorg en welzijn;BBL;middenkader/specialist;07GR;Avans Hogeschool;gedrag en maatschappij;1
25PT;Regionaal Opleidingen Centrum Horizon College;zorg en welzijn;BOL;middenkader/specialist;07GR;Avans Hogeschool;gedrag en maatschappij;1
25PU;Regionaal Opleidingen Centrum Arcus College;economie;BOL;middenkader/specialist;07GR;Avans Hogeschool;economie;1
25PU;Regionaal Opleidingen Centrum Arcus College;economie;BOL;middenkader/specialist;07GR;Avans Hogeschool;techniek;1
25PU;Regionaal Opleidingen Centrum Arcus College;economie;BBL;middenkader/specialist;07GR;Avans Hogeschool;economie;1
25PU;Regionaal Opleidingen Centrum Arcus College;techniek;BOL;middenkader/specialist;07GR;Avans Hogeschool;techniek;1
25PV;Scalda voor middelbaar beroepsonderwijs en volwasseneneducatie;economie;BOL;middenkader/specialist;07GR;Avans Hogeschool;economie;17
25PV;Scalda voor middelbaar beroepsonderwijs en volwasseneneducatie;economie;BOL;middenkader/specialist;07GR;Avans Hogeschool;gedrag en maatschappij;2
25PV;Scalda voor middelbaar beroepsonderwijs en volwasseneneducatie;economie;BOL;middenkader/specialist;07GR;Avans Hogeschool;onderwijs;1
